"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL1","Sp8.TL1","Sp9.TL1","Sp10.TL1","Sp11.TL1","Sp12.TL2","Sp13.TL2","Sp14.TL2","Sp15.TL2","Sp16.TL2","Sp17.TL2","Sp18.TL3","Sp19.TL3","Sp20.TL3"
-1,0,0,0,0,0,0,0,0,0,0,0.723423719732451,5.41707926679603,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,8.12181821841578,0,0,0,0,0,2.06190473640914,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,6.12608031998837,0,3.32338765456115,0,0,0.0155967517122726,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,1.43220061549682,0,0.201749452846946,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,5.03995184311093,0,5.402168461444,2.50147330983163,0
0,0,0,0,0,-1,0,0,0,0,0,0,0,3.6015778022114,9.5274265475453,0,0,0,0,0
0,0,0,0,0,0,-1,0,0,0,0,2.37282413518313,0,0,0,3.93491104948097,0,0,0,7.64031667277894
0,0,0,0,0,0,0,-1,0,0,0,0.793768044776612,0,0,0,0,12.5,0,0,0
0,0,0,0,0,0,0,0,-1,0,0,0.488165881892036,0,0,1.04791543200777,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,7.08292073320396,0,1.92465802044693,0,0,0,3.50452093116458,0
0,0,0,0,0,0,0,0,0,0,-1,0,0,1.34014126230341,0,0,0,0,2.09109234221852,0
-0.723423719732451,-8.12181821841578,0,0,0,0,-2.37282413518313,-0.793768044776612,-0.488165881892036,0,0,0,0,0,0,0,0,0,0,0
-5.41707926679603,0,0,0,0,0,0,0,0,-7.08292073320396,0,0,0,0,0,0,0,0,0,2.35968332722106
0,0,-6.12608031998837,-1.43220061549682,0,-3.6015778022114,0,0,0,0,-1.34014126230341,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-9.5274265475453,0,0,-1.04791543200777,-1.92465802044693,0,0,0,0,0,0,0,0,1.887316665073,0
0,0,-3.32338765456115,-0.201749452846946,-5.03995184311093,0,-3.93491104948097,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-12.5,0,0,0,0,0,0,0,0,0,2.53592680214685,0,0
0,-2.06190473640914,0,0,-5.402168461444,0,0,0,0,0,0,0,0,0,0,0,-2.53592680214685,0,0,0
0,0,-0.0155967517122726,0,-2.50147330983163,0,0,0,0,-3.50452093116458,-2.09109234221852,0,0,0,-1.887316665073,0,0,0,0,0
0,0,0,0,0,0,-7.64031667277894,0,0,0,0,0,-2.35968332722106,0,0,0,0,0,0,0
