"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL1","Sp8.TL1","Sp9.TL1","Sp10.TL1","Sp11.TL1","Sp12.TL2","Sp13.TL2","Sp14.TL2","Sp15.TL2","Sp16.TL2","Sp17.TL2","Sp18.TL3","Sp19.TL3","Sp20.TL3"
-1,0,0,0,0,0,0,0,0,0,0,0,0.0131126385376005,1.45319560196947,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,0,6.42179690767134,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,5.71407496061973,0,0,0.738666571820497,0,0,8.09721730531426,0
0,0,0,-1,0,0,0,0,0,0,0,1.42883582536301,0,0,12.5,0,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0.366782294922899,0,0,0
0,0,0,0,0,-1,0,0,0,0,0,5.09429676798401,0,0,0,0,4.3901472302393,0,0,1.06886017542579
0,0,0,0,0,0,-1,0,0,0,0,0,0.351015493171325,5.07159004032172,0,6.94226457015194,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1.12566358527239,0,1.00912087817582
0,0,0,0,0,0,0,0,-1,0,0,5.97686740665298,0,0,0,0,7.7430704748378,0,0,0.687009935357174
0,0,0,0,0,0,0,0,0,-1,0,0,0,5.97521435770881,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,4.81906885802756,0,5.53591971299361,0,0
0,0,0,-1.42883582536301,0,-5.09429676798401,0,0,-5.97686740665298,0,0,0,0,0,0,0,0,0,0,7.23500901104122
-0.0131126385376005,-6.42179690767134,-5.71407496061973,0,0,0,-0.351015493171325,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.45319560196947,0,0,0,0,0,-5.07159004032172,0,0,-5.97521435770881,0,0,0,0,0,0,0,3.338416701734,1.90278269468574,0
0,0,0,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.738666571820497,0,0,0,-6.94226457015194,0,0,0,-4.81906885802756,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.366782294922899,-4.3901472302393,0,0,-7.7430704748378,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1.12566358527239,0,0,-5.53591971299361,0,0,-3.338416701734,0,0,0,0,0,0
0,0,-8.09721730531426,0,0,0,0,0,0,0,0,0,0,-1.90278269468574,0,0,0,0,0,0
0,0,0,0,0,-1.06886017542579,0,-1.00912087817582,-0.687009935357174,0,0,-7.23500901104122,0,0,0,0,0,0,0,0
