"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL1","Sp8.TL1","Sp9.TL1","Sp10.TL1","Sp11.TL1","Sp12.TL2","Sp13.TL2","Sp14.TL2","Sp15.TL2","Sp16.TL2","Sp17.TL2","Sp18.TL3","Sp19.TL3","Sp20.TL3"
-1,0,0,0,0,0,0,0,0,0,0,0,0,4.71130774188901,0,0,0,0,6.07133884333286,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96871831398591,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,1.56908427312541,0,0,8.06442896635326,0,0.204504754801356,0,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2.5219247772418,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,7.3277462393298,0,0,0,0,0,0,0,0
0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,6.71516885881817,0,0,0.700588375905782
0,0,0,0,0,0,-1,0,0,0,0,5.1722537606702,0,0,0,0,0,0,0,1.07376889938682
0,0,0,0,0,0,0,-1,0,0,0,0,0.616495208935939,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-1,0,0,0,10.3144205179387,0,0,1.91364625640494,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,7.78869225811099,0,0,5.78483114118183,0,1.22188270028855,0
0,0,0,0,0,0,0,0,0,0,-1,0,0,0,12.5,0,0,0,0,0
0,0,0,0,-7.3277462393298,0,-5.1722537606702,0,0,0,0,0,0,0,0,0,0,0,0,0.995051861769368
0,0,-1.56908427312541,0,0,0,0,-0.616495208935939,-10.3144205179387,0,0,0,0,0,0,0,0,0,0,7.23059086293803
-4.71130774188901,0,0,0,0,0,0,0,0,-7.78869225811099,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-12.5,0,0,0,0,0,0,2.82677693121273,0,0
0,0,-8.06442896635326,-2.5219247772418,0,0,0,0,-1.91364625640494,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-6.71516885881817,0,0,0,-5.78483114118183,0,0,0,0,0,0,0,0,2.70677845637859,0
0,-6.96871831398591,-0.204504754801356,0,0,0,0,0,0,0,0,0,0,0,-2.82677693121273,0,0,0,0,0
-6.07133884333286,0,0,0,0,0,0,0,0,-1.22188270028855,0,0,0,0,0,0,-2.70677845637859,0,0,0
0,0,0,0,0,-0.700588375905782,-1.07376889938682,0,0,0,0,-0.995051861769368,-7.23059086293803,0,0,0,0,0,0,0
