"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL1","Sp8.TL1","Sp9.TL1","Sp10.TL1","Sp11.TL1","Sp12.TL2","Sp13.TL2","Sp14.TL2","Sp15.TL2","Sp16.TL2","Sp17.TL2","Sp18.TL3","Sp19.TL3","Sp20.TL3"
-1,0,0,0,0,0,0,0,0,0,0,0,0.863495540275897,12.1742198530817,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,0,0.440960975127342,0,0,0,0,0,0,1.16875821518239
0,0,-1,0,0,0,0,0,0,0,0,4.88582822263586,0.0513311717970192,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,0,0,3.32445418767762,3.36921162271814,0,0,0.30077046698745,0,4.23997391528154,0,1.83072441117932
0,0,0,0,-1,0,0,0,0,0,0,0,0,0.325780146918282,0,0,12.5,0,0,0
0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01780575247562
0,0,0,0,0,0,-1,0,0,0,0,4.28971758968652,4.4160215083328,0,0,3.87008047532361,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,4.59747717205408,0,5.72221446724196,0,0
0,0,0,0,0,0,0,0,-1,0,0,0,2.0139248553362,0,0,0.6067051255437,0,0,4.30858155186661,3.11085232040977
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,12.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1,0,1.34505432641259,0,0,3.12496676009117,0,0,0,0.00791872200614959
0,0,-4.88582822263586,-3.32445418767762,0,0,-4.28971758968652,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.863495540275897,-0.440960975127342,-0.0513311717970192,-3.36921162271814,0,0,-4.4160215083328,0,-2.0139248553362,0,-1.34505432641259,0,0,0,0,0,0,0,0,0
-12.1742198530817,0,0,0,-0.325780146918282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-12.5,0,0,0,0,0,0,0,0.0378116174765056,5.69141844813339,0
0,0,0,-0.30077046698745,0,0,-3.87008047532361,-4.59747717205408,-0.6067051255437,0,-3.12496676009117,0,0,0,0,0,0,0,0,0.863940578746752
0,0,0,0,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-4.23997391528154,0,0,0,-5.72221446724196,0,0,0,0,0,0,-0.0378116174765056,0,0,0,0,0
0,0,0,0,0,0,0,0,-4.30858155186661,0,0,0,0,0,-5.69141844813339,0,0,0,0,0
0,-1.16875821518239,0,-1.83072441117932,0,-3.01780575247562,0,0,-3.11085232040977,0,-0.00791872200614959,0,0,0,0,-0.863940578746752,0,0,0,0
