"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL1","Sp8.TL1","Sp9.TL1","Sp10.TL1","Sp11.TL1","Sp12.TL2","Sp13.TL2","Sp14.TL2","Sp15.TL2","Sp16.TL2","Sp17.TL2","Sp18.TL3","Sp19.TL3","Sp20.TL3"
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02996054486953,1.3081984209081,2.68030475142601,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156453743395241
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49944412762979,1.57136307530122,0,0
0,0,0,-1,0,0,0,0,0,0,0,0,10.8327216186872,0,0,2.57662948239492,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,7.23131144478248,2.29110155676943,0,3.53887294936606,0,0
0,0,0,0,0,-1,0,0,0,0,0,0,1.66727838131278,3.46822297674029,0,0,0,0,1.09791819833858,1.06415193129685
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1.9202305059743,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,9.03177702325971,5.26868855521752,0,0,0,0,0
0,0,0,0,0,0,0,0,-1,0,0,9.4750485384074,0,0,0,0.0740970322639058,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.512013867707495,0,0,8.50455824718741
0,0,0,0,0,0,0,0,0,0,-1,3.0249514615926,0,0,0,5.63794142259745,2.45858145979318,0,0,0
0,0,0,0,0,0,0,0,-9.4750485384074,0,-3.0249514615926,0,0,0,0,0,0,0,0,0
0,0,0,-10.8327216186872,0,-1.66727838131278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-3.46822297674029,0,-9.03177702325971,0,0,0,0,0,0,0,0,0,0,5.89394375957767,0
0,0,0,0,-7.23131144478248,0,0,-5.26868855521752,0,0,0,0,0,0,0,0,0,3.58156555442462,0.327833290657742,0
0,0,0,-2.57662948239492,-2.29110155676943,0,-1.9202305059743,0,-0.0740970322639058,0,-5.63794142259745,0,0,0,0,0,0,0,0,0.415644447176217
-6.02996054486953,0,-3.49944412762979,0,0,0,0,0,0,-0.512013867707495,-2.45858145979318,0,0,0,0,0,0,0,0,0
-1.3081984209081,0,-1.57136307530122,0,-3.53887294936606,0,0,0,0,0,0,0,0,0,-3.58156555442462,0,0,0,0,0
-2.68030475142601,0,0,0,0,-1.09791819833858,0,0,0,0,0,0,0,-5.89394375957767,-0.327833290657742,0,0,0,0,0
0,-0.0156453743395241,0,0,0,-1.06415193129685,0,0,0,-8.50455824718741,0,0,0,0,0,-0.415644447176217,0,0,0,0
