time_index,V1,V2,V3,V4
0,0.08800389447139825,0.13523327827855944,0.12279308404497911,0.0
1,0.030502641062999165,0.03506130687172164,0.13397968619115125,0.02046433572579398
2,0.04293035441077556,-0.05513993430663332,0.08869020285980304,0.040755248885099085
3,-0.08652845078159241,-0.059215921071142125,-0.12071910623357668,-0.035583492844960866
4,-0.07449990710383271,-0.040593288891325754,-0.10475264942831687,-0.15508330685190852
5,0.034620677048519115,-0.03377030576358896,0.05341991126625578,-0.054124340290255105
6,-0.012847435478809097,-0.01762318464228684,0.023531747096909188,0.007081418488292421
7,0.004998997821393675,0.05067865439586315,-0.035736290213745414,0.0929902016803966
8,-0.030536006672721806,0.03180030601163733,0.04071798255705715,0.08450963109057494
9,0.015013080455650703,0.060076585122927476,0.09543007982907198,0.12710853659324373
10,0.013714154905000983,-0.0644776770976404,0.02763234991580615,-0.01874408831440183
11,-0.0018732342616637125,-0.06166507463847441,-0.042971441306806614,-0.08004101475313055
12,-0.02018135866032432,0.013326970306317177,0.06258069211257089,-0.11328445930845814
13,0.01857325017886318,-0.08013286069039045,-0.06015920565246507,0.07684592093141868
14,0.03983325879343922,0.01751944489419438,-0.000932706219467748,-0.08035700920612385
15,-0.005073584434456813,0.07418621959399695,0.041674374850696784,0.05153765190320641
16,0.021811154629378663,-0.0023844305123889645,0.038677591771439965,0.0459120315220688
17,0.007727988443111051,-0.002914595476281503,-0.010561893885572441,0.03143662450566568
18,-0.008511191959073279,0.01669228793698724,-0.03296402788485607,0.08240721429591555
19,0.0773801349919591,0.07736694898341036,0.051780397706073136,0.0657560942829312
20,-0.05390143852117255,0.06989802914951086,-0.012161087626278232,0.05706683751135598
21,-0.08294381809078398,0.07006209066122653,-0.10132521209572883,0.08687871505169109
22,0.11151293203131435,-0.05188916897990784,0.1330374480941146,0.03249725592516296
23,-0.09742012867262376,0.11991818886611061,-0.11772649297504453,0.08892918120548071
24,0.06421036054562636,-0.052939774006335094,0.015199505690016393,-0.0773800193743099
25,-0.06555129245019693,0.06724421700202288,-0.1394611187230388,0.00616022352165131
26,0.09558005903755852,0.005547122054863178,0.10675860513858668,-0.11848244354193749
27,0.01961678549986952,0.06773529426580042,0.08592888835861237,-0.0055635942089709844
28,-0.07840917127589095,-0.021870101260520997,0.023523336620664706,0.06207476514198142
29,0.10265456566872366,-0.09257905527352536,0.16790198790237498,-0.014495019395716272
30,-0.046510490915511266,0.06634014723401647,-0.08681076657206625,0.13474382250705483
31,-0.08919609533829818,0.027869991294974954,-0.12029423689696697,-0.03964964883535382
32,-0.007557638515938278,-0.014455640206198175,0.0029009792789762012,0.0005799330446922407
33,-0.07676596649765163,0.056776460810880267,-0.02648728529288203,0.08261670112667176
34,0.10664225548397248,-0.10466761047615088,0.03946656782211008,-0.0451731906971813
35,0.034497399949459995,0.12911287958828474,0.1324377187310664,-0.02992470121965654
36,0.06323258430215166,-0.04791444626072936,0.10094154662528512,-0.01816152252317567
37,0.01570276579871137,-0.005220953907047569,-0.05416994570591052,0.058791214960862336
38,0.06287780364318425,0.002208518245975447,-0.023796564347884276,-0.020908039021471005
39,0.0046937123806285765,-0.01049243252961228,0.04726911197500434,0.032364918876841516
40,0.04036572422689578,-0.06801982233576048,-0.05563520520741012,-0.006635298448384414
41,0.08169933273902863,-0.04398600181625334,0.06563063536581111,-0.056390884917004974
42,0.05882525957736877,0.12589451944719987,0.043273426151021546,0.058180396639284926
43,-0.07248401259592657,0.13671989713681093,-0.15441528123475656,0.038844762008541825
44,0.0648171230422619,-0.12373609810199383,0.06901742214160769,-0.12741943863178476
45,-0.0682782456621065,-0.057266571409134784,-0.049007221527721676,0.02061268853390344
46,-0.03403107465794069,-0.04572614360679591,-0.06326993565109337,-0.058911557265486664
47,0.0932271156929439,0.06127365274438641,0.05722366534483312,0.024850383772103
48,-0.0974931467323395,0.0018808479648613693,-0.18021290074321877,-0.04743344827167911
49,0.09054512027710647,-0.03522986014257785,0.08985647175032499,-0.07662408224183703
50,-0.026435812353476758,-0.0011200242046357153,-0.10417653924966633,-0.015786578917437143
51,0.025553272064055468,0.039933719347488364,0.04088510910116887,-0.08851966663045552
52,-0.05762658640189472,0.1022792621125935,0.022489382561391692,0.053211617595715834
53,-0.07907005763774452,-0.0667971506689547,-0.12380595038220123,0.0006556843263862341
54,-0.03412308743166988,-0.1205353982068409,-0.012166529263093452,-0.1752629416463704
55,0.016720414191323592,-0.028951964219198097,0.08728468454972833,0.029281934824639373
56,0.0055084673337201205,0.029503576229370224,-0.03485381005019879,0.0993604639739709
57,-0.1001357017849576,-0.013371114105810074,-0.1428555654784819,0.03438366812105581
58,-0.025428659434182613,0.03796507120992709,-0.11396287987398926,-0.05356792993836762
59,0.03590059626260919,0.04467311092854821,-0.058896698800690664,-0.048065118210311175
60,-0.05421236055804732,0.057155870775178114,0.021553482077687224,0.07333891712294834
61,-0.017128323565863086,-0.1212391562644145,-0.10185993431203196,0.013930223743759095
62,-0.06095753216973663,-0.011946955296463974,-0.012402335782443784,0.01933079874382486
63,-0.02164760809999284,-0.11435071463465012,0.0439623283822225,-0.05579626538919724
64,0.0441337770201902,-0.09961282444162411,-0.0216436313664536,-0.0962126026354623
65,-0.020455437560390637,-0.006917680044814505,-0.10609976013693849,-0.090243366686093
66,-0.03238642235236187,0.047622702438215786,0.02383295986516438,-0.15957453856196485
67,-0.053283621510166336,-0.024072531195262356,0.008908536523558622,-0.010494092069337836
68,0.026253906973854615,-0.061409329216411304,0.037230815332067714,0.08047491625386105
69,0.009712217522074351,0.021513686952349946,-0.050094318785780786,-0.011617686983203618
70,-0.019368741696025964,-0.035539683746544745,-0.0015285345475679751,0.042394487724488006
71,-0.0779515559036829,0.009101646864324298,-0.1709347886258685,-0.06541647818746393
72,-0.0862653096064545,0.03638037417342332,-0.08856764380004632,-0.06937437505312329
73,0.0675592160204006,0.006480171824828358,-0.01180215346984391,-0.15178974103783005
74,-0.03672642775206555,0.01924634410895084,-0.00895442333515329,-0.013331106994001167
75,-0.03126668208125539,0.06098543017894098,0.0279263653315078,-0.07812793823624446
76,0.0851517125529928,0.040333333338522966,0.01349248045705441,0.03478104805821433
77,-0.05856773162130263,-0.00563284850689378,-0.017037455470934035,-0.012977853737186164
