time_index,V1,V2,V3,V4
0,0.07433136910771485,0.049726463406313065,-0.09987474775150942,0.0
1,0.07315636160430922,-0.05875553035459868,-0.0365169248674003,0.09231377133076558
2,-0.024721411013105703,-0.03395441879538473,-0.09313750937267168,0.0770218951660186
3,0.0018447302228375801,-0.00450385858387958,0.03399573112818394,-0.04321516887716061
4,0.02150451613270692,-0.081488517731659,-0.040093674154255854,0.0771905219130128
5,-0.07396988807099905,-0.019457489850266907,-0.11144326849831798,0.04490651490574822
6,0.07931938330589496,-0.0515749668983021,0.08827432413801636,-0.0005939704853199848
7,0.07665515436378935,-0.003069446683160105,0.026189510688197467,-0.07373171409707402
8,-0.02357700654694598,-0.05012816335495343,-0.0760626449375639,0.0792566009981625
9,-0.006410636740027783,0.041195377906536663,0.04584321556815226,0.13248599654394777
10,-0.0665540784127476,-0.0010207437971947507,-0.019095969203927317,-0.12249889468862457
11,0.05751156931045898,-0.07100069921162189,0.030097857771736035,0.03496581273745018
12,-0.018277477325591783,-0.006683631619564206,-0.08179630744226057,0.07850504033022689
13,0.05863377972288699,-0.034394912480648174,-0.0704403759981061,-0.012028616476392195
14,0.09548382618940172,-0.0007838190886363811,-0.07496453580584748,0.10421096761661608
15,0.05253111163235299,0.04035492487384,-0.10861478741349528,0.012683760000539146
16,-0.017336409179788705,0.07535472391054249,0.02482667625163526,0.09965616667899843
17,-0.06066572536114382,0.09532385801192633,-0.0734475856643481,-0.15845902797660943
18,0.0058913194736488015,0.08923437713237409,0.013552859852373218,0.0856287710503418
19,-0.00733756296986144,-0.03451876738067675,-0.03554711860207407,-0.14386327752172834
20,-0.07589355994188245,0.016690028429973976,-0.03901897030322745,0.1138817152963923
21,-0.023054944646468338,0.023404198693994245,0.10508650373445444,0.05553109179343958
22,0.049671168472084616,0.09100775813903178,0.08032478232383665,-0.1600356828213375
23,-0.024200116750410988,0.04300000919427591,0.005171948395303135,0.05481365578141648
24,0.0076040458999971135,-0.032566219476431624,0.008530894540056944,-0.11230931509760123
25,-0.08803402349555853,0.007451995168286986,-0.06385616539647486,0.08114446546692422
26,-0.03538388081780257,0.019906858315082314,0.06921033072665952,0.0816928779288122
27,-0.04987628580032132,0.05206227509561031,-0.01774109194521414,-0.04038101357580656
28,-0.020378154376970235,0.10216811503118142,0.029920378507614892,0.02229599576720309
29,0.0314207110776351,0.06840937540546516,-0.06301986033501852,-0.018191960338093643
30,0.02862019196568899,-0.08832205819494368,0.03754395639293409,-0.015950615867712625
31,-0.0817689513072169,-0.02641422548156935,-0.063923135118956,-0.02844902110546784
32,0.03928218099112917,-0.05912206090435123,-0.06490634048413813,0.11797632622153208
33,0.05623638385487193,-0.10965071477299096,0.0004154909008065172,0.10131269222595048
34,0.0685803307440641,0.046791225096787445,-0.06750180322499119,0.08591417859494896
35,-0.028052347015535942,-0.0874051883025686,-0.13309010667983232,-0.057463665808236045
36,0.07630800910282284,-0.008221521446792706,-0.009834644649721554,0.120428892230995
