"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL1","Sp8.TL1","Sp9.TL1","Sp10.TL1","Sp11.TL1","Sp12.TL2","Sp13.TL2","Sp14.TL2","Sp15.TL2","Sp16.TL2","Sp17.TL2","Sp18.TL3","Sp19.TL3","Sp20.TL3"
0.325016025686637,0.135616545565426,0.910110964905471,0.150384865468368,0.837922944687307,0.544273399049416,0.115952748805285,0.0442293435335159,0.282693473156542,0.881263745948672,0.836947951465845,0.0577618242241442,0.0487210114952177,0.316636331612244,0.13143212441355,0.035612435778603,0.120834679575637,0.567882621660829,0.127340810839087,0.758052353048697
0.317749716377564,0.120978985533043,0.61610117236455,0.148074994338972,0.305966843037067,0.290829574166486,0.0975052617900639,0.0308713407785716,0.260372427418328,0.7284447610788,0.613255966562798,0.071650392638702,0.0606953701094386,0.473687444505591,0.123390548493213,0.0851305532174988,0.262833030067078,0.743265012217511,0.16159058010916,1.07500678681184
0.308630334949645,0.105943115313714,0.406349687745222,0.1439762195257,0.0972679765839039,0.132336720519795,0.0801171463451403,0.0211987627485563,0.2400884678061,0.565195601516865,0.383909386839514,0.0882869067941139,0.0660245438085419,0.545793720654822,0.11418804968215,0.168613717949212,0.426735841073781,0.818874221652344,0.185422720783389,1.14147204916786
0.297480946450598,0.0923453116456997,0.267366011688279,0.137886962922061,0.0310234880719247,0.0575142741165527,0.065639232296531,0.0146110774683378,0.221743944442928,0.397620343939161,0.208390216440793,0.1078040808229,0.0655479082240601,0.54592356229748,0.104612856394479,0.273615342509524,0.54103799977042,0.827021480057444,0.198145444169837,1.09268694639347
0.284210563327581,0.0808184880682015,0.178120466011559,0.129798884321512,0.0105075108389495,0.0256707765968035,0.0540556168497535,0.0102260463722996,0.205178997102031,0.251678330803775,0.104998963781758,0.130120133965928,0.0614919908993032,0.512663331372502,0.0951939285738703,0.367216628438056,0.583935922518524,0.797731736554395,0.201686581134549,1.01153696137885
0.268857264790454,0.0713395743099058,0.121129475883698,0.119940012323247,0.00384409991449051,0.0121416658736785,0.044893376394152,0.00730909738956968,0.190211282671563,0.147326078316615,0.0523323561075617,0.154874667635184,0.0558389011322203,0.468752882199791,0.086234189513386,0.424065632274905,0.578450820599375,0.749257904094191,0.198608357121945,0.925258364681864
0.25162048684653,0.0636371103774924,0.08441283182324,0.108717656696659,0.00152372566883746,0.00614199740924759,0.0376644377336956,0.00534731628917931,0.176661844305248,0.0831904838326191,0.0267412393458984,0.181399431345529,0.0498580610100218,0.423692852785559,0.0778832657053878,0.443231091409349,0.550019592458093,0.692175282236824,0.191175001297411,0.841717993229998
0.232869561315939,0.0573906252331151,0.0603628301291174,0.0966420074908143,0.00065312429359727,0.00332199065954015,0.0319443026723906,0.00400558857978893,0.164366249180926,0.0469117328402167,0.0142181289434676,0.208742641146055,0.0442107448734173,0.380963512125428,0.0701979013411769,0.436773402957593,0.513350661393617,0.632567482325535,0.181108439963739,0.763210829116236
0.21311962020045,0.0523086840275213,0.044284876708298,0.0842689849900725,0.000301513594558165,0.00191344571490446,0.0273869396479986,0.00306995923901486,0.153178187068885,0.0269766980146367,0.00789771146797318,0.23575900124757,0.0391724000170679,0.341678210046278,0.0631820304103512,0.416466467014938,0.475277244000887,0.573873016115206,0.169626077167642,0.690376576107516
0.192975408400502,0.0481505197985923,0.0332978268643236,0.0721432245704334,0.000149163535868797,0.00116768183755582,0.0237224890922894,0.00240419134582665,0.142969573511022,0.0159833915863279,0.00457985151588917,0.261254899539848,0.0348095828571189,0.306046907354202,0.0568111034598459,0.389921563638709,0.438647479095889,0.517963015792813,0.157553438788576,0.623293702444505
0.173055400536193,0.0447253223579909,0.0256214734669646,0.0607361871837926,7.86547309024034e-05,0.000750935402682586,0.0207457637962921,0.00192086377939366,0.133629156937352,0.00979620817722372,0.00276550668593908,0.284152427638508,0.0310895283966136,0.273938521864922,0.0510462821136824,0.361331654683992,0.404510417530297,0.465779439159174,0.145433783210221,0.561814489881359
0.153916301679248,0.0418844574818093,0.0201411354258226,0.0503959227813238,4.39871779871736e-05,0.000506351488972504,0.018302322605911,0.00156314269985667,0.125060603019604,0.00621494907129499,0.00173348102171765,0.30362586563594,0.0279399896926271,0.245100106494468,0.0458425513330474,0.332842256336019,0.373136039616107,0.417715381203046,0.133614190280084,0.505685327048393
0.135996938312173,0.0395127132264011,0.016147047170755,0.0413243339725639,2.59511820298073e-05,0.000356300783831511,0.0162759893300863,0.00129349231086954,0.117180516441387,0.00407729372083482,0.00112434325734851,0.31917630830345,0.0252791349740856,0.219244757580174,0.0411532868744595,0.305497105179889,0.344468232396544,0.373842782130882,0.122307824460775,0.454599455317626
0.119591576356983,0.0375206256032032,0.0131789405653163,0.0335848213483524,1.60685482009589e-05,0.000260503281443125,0.0145789594623064,0.0010867010462565,0.109916600182671,0.00276107848260105,0.000752304552419777,0.330636050692074,0.0230290902891528,0.196087323289152,0.0369327704602319,0.279768181014539,0.318323736016399,0.334049372614322,0.111637366374405,0.40822476371348
0.104851790410041,0.0358383483994313,0.01093275546603,0.027131609576203,1.04034243884295e-05,0.000197137651451633,0.0131443832538112,0.000925545937978565,0.103206026231912,0.00192607434412182,0.000517903023898868,0.338117974779433,0.0211211357237634,0.175358699933495,0.0331375203836909,0.255832703394809,0.294479609868114,0.298121466291169,0.101664827198547,0.366220556844624
0.0918082454686238,0.0344109473683197,0.00920377208609707,0.0218474939087306,7.00829268427775e-06,0.000153865046869289,0.011920923873883,0.000798058188095556,0.0969940296687592,0.00138095891593589,0.000365887078287871,0.341936850129046,0.0194969249447681,0.156811023511279,0.0297269416366525,0.233716740711875,0.272711497035798,0.26579435854921,0.0924119476584268,0.328248407271367
0.0804018565723176,0.0331948602823568,0.00785170511117041,0.0175792242076242,4.89408223380859e-06,0.000123464283173213,0.0108688055322564,0.000695786612603714,0.0912327134526098,0.00101546153261637,0.00026467602133341,0.342527046551251,0.0181079125540272,0.140218758336262,0.0266635770273493,0.213368860845225,0.252809043176069,0.236782721417932,0.0838740691375474,0.293979234047603
0.0705153483708102,0.0321552558114397,0.00677882281203906,0.014164444590482,3.53126140327698e-06,0.000101570566337921,0.00995694259450899,0.000612674400010231,0.0858800408155543,0.000764344245602114,0.00019568099363639,0.340373119520479,0.0169141366504511,0.125378072772631,0.0239131335015671,0.194699415964127,0.23458148810401,0.210798902243371,0.0760296003161754,0.263097935583687
0.0620002979357341,0.0312640315911258,0.00591572119096541,0.0114494249344887,2.62252116189857e-06,8.54406465148346e-05,0.00916080964007505,0.000544307072566056,0.0808989808576409,0.000587643705640037,0.000147551857672708,0.335958556600662,0.0158828655235664,0.112105483658434,0.0214443866280529,0.177602053542162,0.217858719319119,0.187563968144059,0.0688465933464671,0.235306325962383
0.0546971304700972,0.0304983453489837,0.00521252563878063,0.00929788155159802,1.99884626902693e-06,7.33229832768948e-05,0.00846091425368056,0.000487431193976618,0.0762567992071849,0.000460648700678675,0.000113296676114706,0.32973460555445,0.0149873198502721,0.100236184680186,0.0192290091998248,0.161964469491836,0.202490048030096,0.166813557835153,0.0622870658877388,0.210324715251449
0.0484486492318855,0.0298394848049169,0.00463281805741684,0.00759444637353344,1.55992119917154e-06,6.40631213282096e-05,0.00784163693836993,0.000439615191225795,0.0719244560040856,0.000367596665218837,8.84685692006585e-05,0.322103298676237,0.014205575155902,0.0896223725181081,0.0172413737394393,0.147674999450561,0.188342497422489,0.148301155109099,0.0563100540839283,0.18789266742417
0.0431081412568491,0.0292720087015772,0.00414962215814688,0.00624450168888592,1.24308910365328e-06,5.68802677975425e-05,0.00729036524805608,0.000399018589243471,0.0678760982176618,0.000298135534869414,7.01510322901386e-05,0.31341120102815,0.0135196391173748,0.0801316132745229,0.0154583409459337,0.134626075053277,0.17529881335642,0.131799430853521,0.0508736594856267,0.167769100856303
0.0385434577609557,0.028783098575345,0.00374274307792493,0.00517210931808742,1.00955557398631e-06,5.12381967258929e-05,0.00679685197678872,0.000364234826541117,0.0640886391100742,0.00024542857412628,5.6427452401888e-05,0.303949956401044,0.0129147086366459,0.071645337161747,0.0138590523200829,0.122715770567906,0.16325548914196,0.117100399710788,0.0459363778691746,0.149731941794501
