"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL2","Sp8.TL2","Sp9.TL2","Sp10.TL3"
0.772471443517134,0.185977805638686,0.14043748867698,0.629218918737024,0.365952430991456,0.991901363246143,0.69630275061354,0.14948867703788,0.889382872032002,0.227752264356241
0.460082476642248,0.107479769000904,0.0421716275214453,0.559346844589444,0.247203411011713,0.845178029679672,0.729078915575037,0.292642485984405,1.06290457619479,0.368322402049533
0.233834897416974,0.0562395511296061,0.0122010045134628,0.499636739835774,0.163209590867376,0.686963576060786,0.708830971563343,0.406659023268367,1.08896158837868,0.553963687687634
0.109916686248566,0.0273828016338414,0.0037019996835898,0.449018947954897,0.109725950881186,0.525586970751301,0.671428604183037,0.455092701754605,1.00397535519026,0.765412007238479
0.0517590859395473,0.0126736988513322,0.00123054205313563,0.406214940201153,0.0770680584865971,0.376989147930982,0.629975017738141,0.456487335106807,0.861111869673662,0.968493172342384
0.0255159127847715,0.00569850937942523,0.000455303800809036,0.369890851796439,0.0571275232396133,0.255474870916016,0.588890266466251,0.435497563938501,0.70301153200509,1.13034123892386
0.0133827030985447,0.00254720592185732,0.000187270578702908,0.338819997539557,0.0446583806801494,0.166287980268973,0.549652544568084,0.406113817122293,0.555953010636171,1.23413243661688
0.00748110171831022,0.00115589710088427,8.48266298662667e-05,0.311965488542544,0.0365743514776873,0.1059861506793,0.512704407509346,0.374660319347516,0.431862603585917,1.28079174835571
0.0044385740367599,0.000541033952126406,4.17591362996437e-05,0.288497796311863,0.0311119562476038,0.0673021870075763,0.478110086091609,0.343792566638776,0.333033176481522,1.28141932744607
0.00277815530973744,0.000263897688637904,2.20736756987073e-05,0.267774172319552,0.0272613155432105,0.0431440541188093,0.445796353953446,0.314573408592538,0.256867568287385,1.2494982981756
0.00182324427770311,0.000134879193325915,1.23924571297485e-05,0.249303079963994,0.0244335506107127,0.0281706170054646,0.41564354945274,0.287380992241663,0.199131283871912,1.19675031860396
0.00124758170928046,7.23782806087745e-05,7.32225312872955e-06,0.232708292325009,0.0222762807817686,0.0188373856653101,0.387519870004225,0.262294284198383,0.155624704942474,1.13197158375595
0.00088577401159535,4.07752798628903e-05,4.5208676341571e-06,0.217699006407948,0.0205726113312153,0.0129375465723906,0.361294242077202,0.239260198200955,0.122814425851887,1.06127014593617
0.000649857237414222,2.40894733143911e-05,2.90067347452091e-06,0.204047153109822,0.0191851765205543,0.00913698113229152,0.336841035716812,0.21816881392671,0.0979468233994282,0.988693270695124
0.000490856994770158,1.48768425549468e-05,1.92415405103281e-06,0.191570871824964,0.0180244675036094,0.00663540024933723,0.314041633971306,0.198888372366322,0.0789574288414196,0.916832512395444
0.000380542660549813,9.58832054559643e-06,1.31514258396992e-06,0.180122781900911,0.0170307116213529,0.00495153543306916,0.292784757270837,0.181281709157825,0.0643265376644122,0.847289805299182
0.000301992560179041,6.42889436991408e-06,9.2318897303009e-07,0.169581599251409,0.0161630084488393,0.00379248960627068,0.272966340698172,0.165214405558905,0.0529443242422442,0.78100837526573
0.000244751932670815,4.47446341058314e-06,6.63964376138881e-07,0.159846130169313,0.0153927392824733,0.00297735629706819,0.254489200529666,0.150558517809853,0.0440011018344918,0.718497573189459
0.00020214792873449,3.22005823890105e-06,4.87961890691794e-07,0.150830890989639,0.0146994339145851,0.00239206248396699,0.237262650016947,0.13719425044019,0.0369040048538729,0.659984531160902
0.000169840068271141,2.39230929033857e-06,3.65867830876272e-07,0.142462924255581,0.0140681963668039,0.00196375831547135,0.221202094675058,0.125010449097116,0.03121688662742,0.605512797010548
0.000144919318187171,1.82949486365342e-06,2.79361919543114e-07,0.134679372714938,0.0134879713236598,0.00164476331254647,0.206228643085815,0.113904608719132,0.026616454628886,0.555010014518231
0.00012539896414136,1.43704673698342e-06,2.16914189050296e-07,0.127425648064303,0.012950415210305,0.00140336032908738,0.192268729558218,0.103782538895792,0.0228612212902181,0.508331852472213
0.000109895701068387,1.15702073034773e-06,1.71056146989463e-07,0.120654013810992,0.0124491302264969,0.00121807761487106,0.179253760329104,0.0945579022011465,0.0197693854239662,0.465291432777401
9.74239324506421e-05,9.52632228083889e-07,1.36812191726942e-07,0.114322454031103,0.0119791235698895,0.00107403437083363,0.167119779213444,0.0861516929422389,0.0172026492813405,0.425679452797299
8.72753432448506e-05,8.00806853051637e-07,1.10873843627575e-07,0.108393802410889,0.0115364531389327,0.000960847475834288,0.15580715653273,0.0784916920822341,0.0150552192556544,0.389276553505415
7.8929956033925e-05,6.86081889660349e-07,9.09533708385464e-08,0.102835014266298,0.0111179556109453,0.00087110245912654,0.145260297060435,0.0715119412685319,0.0132453338996087,0.355862311763763
7.20012562245586e-05,5.9811064150486e-07,7.54563656757789e-08,0.0976165832608843,0.0107210593655892,0.00079943834115134,0.135427367633449,0.0651522343021067,0.0117093167122048,0.325220719043123
6.61981304304124e-05,5.29817388734178e-07,6.32580711804182e-08,0.0927120589546311,0.0103436470429477,0.000741924927578521,0.126260042911791,0.0593576386757465,0.0103971880862511,0.297143679212663
6.12985156142136e-05,4.76238180236734e-07,5.3548422923629e-08,0.0880976452030034,0.00998395351550184,0.00069564190417494,0.117713268226468,0.0540780498566305,0.00926941115603213,0.271433150324385
5.71311207831197e-05,4.33856156053185e-07,4.57391756171378e-08,0.0837518638313688,0.00964049028778643,0.000658394079132766,0.109745038348108,0.0492677777712316,0.00829448224249368,0.247902298141399
5.35623862425467e-05,4.00131349310642e-07,3.93971399218873e-08,0.0796552703948629,0.00931198827317435,0.000628512771652195,0.102316191189481,0.0448851655604219,0.00744711956835856,0.226376017312739
5.04871286644326e-05,3.73204212339144e-07,3.41994374669062e-08,0.0757902125468043,0.0089973542312402,0.000604716680608407,0.0953902154280517,0.0408922389604552,0.00670689587541722,0.206691013566998
4.78217348546962e-05,3.51695634010064e-07,2.99029999728995e-08,0.072140623379385,0.00869563726248748,0.000586012902149341,0.0889330711249322,0.0372543846075451,0.00605719814823293,0.188695595639718
4.54991531792944e-05,3.34570209781806e-07,2.63228451378912e-08,0.0686918437065502,0.00840600278383308,0.000571625679614137,0.082913022470773,0.033940055374244,0.00548443023283864,0.172249279942461
4.34651695285248e-05,3.21042315024116e-07,2.33168543288388e-08,0.0654304684877415,0.00812771214480954,0.000560944536967994,0.0773004818414258,0.0309205007792769,0.00497739763033259,0.157222278170091
4.16756098693966e-05,3.10510131117323e-07,2.0774842373868e-08,0.0623442135092949,0.00786010652200641,0.000553486107198167,0.072067864402202,0.0281695205627469,0.0045268296013392,0.143494917672376
4.00942189502421e-05,3.02508840854197e-07,1.86106367830384e-08,0.0594217991692194,0.00760259408962791,0.000548865752770508,0.0671894525488994,0.0256632395884124,0.00412500555337981,0.13095702891941
3.8691037237923e-05,2.96676977880356e-07,1.67562952867261e-08,0.0566528487807208,0.00735463971878423,0.000546776261500833,0.0626412695213176,0.0233799023342005,0.00376546114670842,0.11950732375291
3.74411484908823e-05,2.92731948096739e-07,1.51578330079922e-08,0.0540277992620362,0.00711575664350329,0.000546971707858042,0.0584009615694852,0.0212996853421369,0.0034427557273694,0.109052780568401
3.6323705534941e-05,2.90452027730921e-07,1.37720398883092e-08,0.0515378224423026,0.00688549966788957,0.000549255122309481,0.0544476880943873,0.0194045261121667,0.00315228723650587,0.0995080471818091
3.53211666398996e-05,2.89662987224144e-07,1.25640890747528e-08,0.0491747555050642,0.00666345958951702,0.000553468994346723,0.0507620192239123,0.0176779670370282,0.00289014409318626,0.090794868315712
3.44186926127387e-05,2.90228056859039e-07,1.15057246282731e-08,0.0469310393281437,0.00644925858924993,0.000559487903026267,0.0473258403210843,0.0161050130842793,0.00265298603852663,0.0828415419228897
3.36036674818794e-05,2.92040332217654e-07,1.05738775822969e-08,0.0447996636724638,0.00624254639409224,0.000567212758522513,0.0441222629555817,0.0146720020352699,0.00243794779183274,0.0755824066401685
3.28653149179442e-05,2.95016979163991e-07,9.74960111895692e-09,0.0427741183318911,0.00604299706233517,0.000576566273593559,0.0411355419012208,0.0133664861884498,0.00224256077160171,0.0689573613109118
3.21943893307453e-05,2.99094779018901e-07,9.01724542649565e-09,0.0408483494881195,0.0058503062727797,0.000587489381406318,0.0383509977516309,0.0121771245255362,0.00206468919595309,0.0629114165705131
3.15829256020659e-05,3.04226681165005e-07,8.3638139195359e-09,0.0390167206243603,0.00566418902473535,0.000599938387054286,0.0357549447739158,0.0110935844236762,0.00190247768567373,0.0573942778422707
3.10240351514484e-05,3.10379119754112e-07,7.77845767740899e-09,0.0372739774433374,0.0054843776747307,0.000613882692045484,0.0333346236458049,0.0101064520749848,0.00175430811241249,0.0523599586588615
3.05117388358008e-05,3.17529915006649e-07,7.25207594611592e-09,0.0356152163121162,0.00531062025080269,0.000629302969406571,0.0310781387457779,0.00920715084695168,0.00161876391156161,0.0477664229477366
3.00408293014833e-05,3.25666625557564e-07,6.77699856479269e-09,0.0340358558212544,0.00514267899689187,0.000646189695607892,0.0289743996880035,0.00838786688352821,0.00149460044869012,0.0435752547538443
2.96067570181888e-05,3.34785251706808e-07,6.34673207073924e-09,0.0325316111007703,0.00498032910902664,0.000664541966928093,0.0270130668147834,0.00764148130757601,0.00138072031583873,0.0397513537885061
2.92055354567625e-05,3.44889213915813e-07,5.9557556001795e-09,0.031098470582173,0.00482335763220819,0.000684366544047384,0.0251845003786355,0.0069615084411533,0.0012761526588205,0.0362626551658794
2.88336618225757e-05,3.55988548983813e-07,5.59935595463451e-09,0.0297326749356806,0.00467156249264456,0.000705677080952545,0.0234797131642734,0.00634203951119812,0.00118003581338795,0.0330798717012529
2.84880504916331e-05,3.68099279812921e-07,5.27349364381807e-09,0.028430697945882,0.00452475164455807,0.000728493503645118,0.0218903263176454,0.0057776913548979,0.00109160266767394,0.0301762571859642
2.81659768696629e-05,3.81242924783062e-07,4.97469355949844e-09,0.0271892291184039,0.0043827423144577,0.00075284151138955,0.0204085281649491,0.00526355968175161,0.00101016827900762,0.0275273891128622
2.78650298433421e-05,3.95446120401678e-07,4.69995533559589e-09,0.0260051578353817,0.00424536032872182,0.000778752178851822,0.0190270358192356,0.00479517648835853,0.000935119361396082,0.0251109693972538
2.75830713462728e-05,4.10740336712013e-07,4.44667952048784e-09,0.0248755588993303,0.00411243951272562,0.000806261641854173,0.0177390593859094,0.00436847125760663,0.000865905330518724,0.0229066417162818
2.7318201842034e-05,4.27161669403677e-07,4.21260651051236e-09,0.0237976793238884,0.00398382115168985,0.000835410852900747,0.0165382685912077,0.00397973560646778,0.000802030649756882,0.020895824171139
2.70687307490404e-05,4.44750696010487e-07,3.99576582975052e-09,0.022768926246299,0.00385935350501186,0.000866245395331533,0.0154187616696454,0.00362559107629663,0.00074304826648576,0.019061556058872
2.68331510096034e-05,4.63552386253145e-07,3.79443383537451e-09,0.0217868558507574,0.00373889136713947,0.000898815347103269,0.0143750363575155,0.00330295978661738,0.000688553964848629,0.0173883576219615
2.6610117148139e-05,4.83616058673595e-07,3.60709831377086e-09,0.0208491632042069,0.00362229566911711,0.000933175186901287,0.0134019628498854,0.00300903769809093,0.000638181491283434,0.0158621017231311
2.6398426278341e-05,5.04995377351503e-07,3.43242873548944e-09,0.0199536729170462,0.00350943311581783,0.000969383736651287,0.0124947585881767,0.00274127025288809,0.000591598333565574,0.0144698964690751
2.619700161209e-05,5.27748383794984e-07,3.26925117583997e-09,0.0190983305507573,0.00340017585460812,0.00100750413559786,0.011648964754416,0.00249733018124289,0.000548502054161004,0.0131999778794689
2.6004878098387e-05,5.51937560135242e-07,3.11652709707522e-09,0.0182811947028381,0.00329440117180333,0.0010476038420038,0.0108604243566297,0.00227509728169378,0.000508617095115696,0.0120416117664143
2.58211898821952e-05,5.77629920587579e-07,2.97333533855094e-09,0.0175004297068021,0.00319199121378288,0.00108975465924466,0.0101252617976754,0.00207263999960018,0.000471691985228086,0.0109850040542071
2.5645159323504e-05,6.04897128814396e-07,2.83885678145564e-09,0.016754298891505,0.00309283273006335,0.00113403278366023,0.00943986382709564,0.00188819864409109,0.000437496891408314,0.0100212188299731
2.54760873583684e-05,6.33815639374101e-07,2.71236125113646e-09,0.0160411583498073,0.00299681683598926,0.00118051887200601,0.00880086178237352,0.0017201700977933,0.000405821465360476,0.00914210347233402
2.53133450178569e-05,6.64466861890005e-07,2.59319629772202e-09,0.0153594511716608,0.00290383879300734,0.00122929812674346,0.00820511503231029,0.00156709388662197,0.000376472944384053,0.00834022025794943
2.51563659491286e-05,6.96937346946111e-07,2.48077755855056e-09,0.0147077021012155,0.00281379780474961,0.00128046039773456,0.00764969554115025,0.00142763948870464,0.000349274471462335,0.0076087838946844
2.50046398063547e-05,7.31318993028439e-07,2.37458045688931e-09,0.0140845125815448,0.00272659682737219,0.00133410029917766,0.00713187347758831,0.00130059477225309,0.000324063605118537,0.0069416044754422
2.48577063987785e-05,7.67709274093817e-07,2.2741330329581e-09,0.0134885561541468,0.00264214239278583,0.00139031734084686,0.00664910379793034,0.00118485546198872,0.000300690993961113,0.0063330353885729
2.47151504995826e-05,8.06211487572987e-07,2.1790097372186e-09,0.0129185741835498,0.00256034444357653,0.00144921607288608,0.00619901373746421,0.00107941554264864,0.000279019194559966,0.0057779257594167
2.45765972329612e-05,8.46935022809337e-07,2.08882604373908e-09,0.01237337188018,0.00248111617855445,0.0015109062435669,0.00577939114856324,0.000983358516230292,0.000258921614418946,0.00527157703316702
2.44417079683626e-05,8.89995650104897e-07,2.00323376436576e-09,0.0118518145971778,0.00240437390799007,0.00157550296955197,0.00538817362820529,0.000895849437040759,0.000240281564438436,0.00480970334203989
2.43101766606191e-05,9.35515830696496e-07,1.92191696335877e-09,0.0113528243791112,0.00233003691770125,0.00164312691831838,0.00502343838147054,0.000816127655367544,0.000222991407478321,0.00438839532990793
2.41817265829561e-05,9.83625048121265e-07,1.84458838782904e-09,0.0108753767425611,0.00225802734124562,0.00171390450248966,0.00468339277119825,0.000743500206738761,0.000206951791504711,0.00400408713528408
2.40561074068891e-05,1.0344601615553e-06,1.77098634233998e-09,0.010418497670375,0.00218827003955228,0.00178796808590555,0.00436636550735522,0.000677335789345171,0.000192070957389838,0.00365352625900256
2.39330925890078e-05,1.08816578182491e-06,1.70087194689438e-09,0.00998126080301742,0.00212069248739603,0.00186545620132671,0.00407079843281266,0.000617059277303288,0.000178264112780576,0.00333374606630963
2.38124770297598e-05,1.14489467089879e-06,1.63402672660223e-09,0.00956278481191683,0.00205522466617811,0.00194651377972899,0.00379523886515949,0.000562146722091551,0.000165452864595444,0.00304204069450614
2.36940749737346e-05,1.20480816577349e-06,1.57025048893131e-09,0.0091622309410343,0.00199179896253117,0.00203129239119078,0.003538332456913,0.000512120798730942,0.000153564703685256,0.00277594215692609
2.35777181247169e-05,1.26807662776499e-06,1.50935945083621e-09,0.00877880070407215,0.00193035007231306,0.00211995049741789,0.00329881653903554,0.000466546657143937,0.000142532536025269,0.00253319945203238
2.34632539520323e-05,1.33487991831801e-06,1.45118458345031e-09,0.00841173372582075,0.00187081490959597,0.00221265371598504,0.00307551391504141,0.000425028142644825,0.000132294255519291,0.00231175950289227
2.33505441675167e-05,1.40540790254201e-06,1.39557014657851e-09,0.0080603057171162,0.00181313252029438,0.00230957509640129,0.00286732707519252,0.000387204352720724,0.000122792354107257,0.00210974976738365
2.32394633548784e-05,1.47986098178051e-06,1.3423723890866e-09,0.00772382657376438,0.00175724400010787,0.00241089540813037,0.00267323280234651,0.00035274650018383,0.000113973565392943,0.00192546237329147
2.31298977353402e-05,1.55845065661865e-06,1.29145839455968e-09,0.00740163859058629,0.00170309241648447,0.00251680344071497,0.00249227714294524,0.00032135505543688,0.000105788538460828,0.00175733964508682
2.30217440552923e-05,1.64140012183412e-06,1.24270505439145e-09,0.00709311478246503,0.00165062273433604,0.00262749631616874,0.002323570718427,0.000292757143018607,9.81915389415658e-05,0.00160396090073554
2.29149085832993e-05,1.7289448948982e-06,1.19599815284707e-09,0.00679765730493319,0.00159978174526043,0.00274317981380921,0.00216628435401823,0.000266704169805125,9.11401747234758e-05,0.0014640304074488
2.28093062052162e-05,1.82133347973942e-06,1.15123155067864e-09,0.00651469596743795,0.00155051800004644,0.00286406870771147,0.00201964500342084,0.000242969664255806,8.4595144000433e-05,0.00133636639494709
2.27048596074048e-05,1.91882806758992e-06,1.10830645561798e-09,0.00624368683296593,0.00150278174425592,0.00299038711696451,0.00188293194936542,0.000221347307925958,7.85200036013817e-05,0.00121989103363732
2.26014985355773e-05,2.02170528328101e-06,1.06713076651046e-09,0.00598411089049752,0.00145652485631525,0.00312236887191716,0.00175547324175873,0.000201649133214769,7.28809546496805e-05,0.00111362124739423
2.24991591281469e-05,2.13025696121746e-06,1.02761848759638e-09,0.00573547281258791,0.00141170078884545,0.00326025788847614,0.00163664239993176,0.00018370389007735,6.76466462955246e-05,0.00101666037816863
2.2397783337799e-05,2.24479094961734e-06,9.89689225110351e-10,0.0054972998213179,0.0013682645142565,0.00340430854780735,0.00152585544313863,0.000167355614661761,6.27880013527495e-05,0.000928190870774356
2.22973183550041e-05,2.36563200806072e-06,9.53267687790414e-10,0.00526914052466329,0.00132617246837286,0.00355478611321123,0.00142256786960416,0.000152462195068072,5.82780401088656e-05,0.000847466937703184
2.21977161262546e-05,2.49312271714908e-06,9.18283271381545e-10,0.00505056388665016,0.00128538249965666,0.00371196714307449,0.00132627203030331,0.000138894162864655,5.40917291639254e-05,0.000773808368007237
2.2098932910093e-05,2.6276244452294e-06,8.84669677448575e-10,0.00484115823979015,0.00124585381988605,0.0038761399207341,0.0012364946409104,0.000126533571694678,5.02058394077325e-05,0.000706594776541803
2.20009288735611e-05,2.7695183699341e-06,8.52364568285586e-10,0.00464053034880966,0.00120754695674954,0.00404760489885198,0.00115279445447409,0.000115272970923423,4.65988142738125e-05,0.000645260335240454
2.19036677273118e-05,2.91920655574585e-06,8.21309255262386e-10,0.00444830452503602,0.00117042370836714,0.00422667515767865,0.00107476009296288,0.000105014471856964,4.32506480051916e-05,0.000589288973801867
2.1807116395177e-05,3.07711309071783e-06,7.91448416892176e-10,0.00426412178810017,0.0011344470996318,0.00441367687722069,0.00100200802536189,9.56688968389658e-05,4.01427730177604e-05,0.000538210001492983
2.17112447149332e-05,3.24368528554413e-06,7.62729843466459e-10,0.00408763907209091,0.00109958134027846,0.00460894982330164,0.000934180682643925,8.71550040659043e-05,3.72579556537813e-05,0.000491594114116272
2.16160251672728e-05,3.41939493835642e-06,7.35104205448086e-10,0.0039185284734636,0.00106579178459392,0.00481284784745525,0.000870944700351564,7.93987813961793e-05,3.45801996648102e-05,0.000449049752347456
2.15214326302694e-05,3.60473966881139e-06,7.08524843133597e-10,0.00375647653819518,0.00103304489268584,0.00502573940053634,0.000811989280140779,7.23328029972736e-05,3.20946568199046e-05,0.000410219780480482
2.14274441569061e-05,3.80024432523056e-06,6.8294757537812e-10,0.00360118358585129,0.00100130819323528,0.0052480080598764,0.000757024662235083,6.58956432426365e-05,2.9787544088031e-05,0.000374778457424866
2.13340387734669e-05,4.00646246876136e-06,6.58330525423404e-10,0.00345236306839166,0.000970550247661598,0.00548005306974473,0.000705780701282384,6.00313427638026e-05,2.76460668901489e-05,0.000342428674255812
2.124119729681e-05,4.22397793874697e-06,6.34633962087243e-10,0.00330974096168729,0.00094074061563321,0.00572228989480221,0.000658005538614948,5.46889220166509e-05,2.56583479586267e-05,0.000312899434874216
2.11489021687324e-05,4.45340650372272e-06,6.11820154764528e-10,0.00317305518785868,0.000911849821861963,0.00597515078615316,0.000613464364386745,4.9821938133827e-05,2.38133613797764e-05,0.000285943558393039
2.10571373058093e-05,4.69539760269945e-06,5.89853240859469e-10,0.00304205506667065,0.000883849324122452,0.00623908535951001,0.000571938263504233,4.53880812115238e-05,2.21008714298314e-05,0.000261335583744724
2.09658879632471e-05,4.95063618164981e-06,5.68699104418199e-10,0.00291650079433491,0.000856711482441352,0.00651456118488587,0.000533223139678405,4.13488065215532e-05,2.05113758460367e-05,0.000238869858718125
2.08751406114298e-05,5.219844630383e-06,5.48325264863337e-10,0.00279616294817932,0.000830409529404946,0.00680206438712023,0.000497128712309932,3.76689994518916e-05,1.90360532030296e-05,0.000218358797196997
2.07848828239645e-05,5.5037848252773e-06,5.28700774849298e-10,0.00268082201574206,0.000804917541536095,0.00710210025642268,0.000463477581277165,3.43166702633407e-05,1.76667140906556e-05,0.00019963128979857
2.06951031761457e-05,5.80326028363923e-06,5.0979612636105e-10,0.00257026794694118,0.000780210411694647,0.00741519386798796,0.000432104355030539,3.12626760090957e-05,1.63957558130552e-05,0.00018253125441202
2.06057911528616e-05,6.11911843577349e-06,4.91583164271266e-10,0.00246429972805527,0.000756263822457857,0.00774189070959174,0.000402854837708015,2.84804672001041e-05,1.52161203505088e-05,0.000166916314323796
2.05169370650577e-05,6.45225302118051e-06,4.74035006652677e-10,0.00236272497633037,0.000733054220439785,0.00808275731592051,0.000375585271276334,2.59458570141836e-05,1.41212553453403e-05,0.00015265659269967
2.04285319739577e-05,6.80360661564926e-06,4.5712597121532e-10,0.0022653595541017,0.000710558791510842,0.00843838190821867,0.000350161628973249,2.36368110428093e-05,1.31050778913364e-05,0.000139633613181191
2.03405676223154e-05,7.17417329638222e-06,4.40831507303147e-10,0.00217202720138716,0.000688755436880724,0.00880937503765223,0.000326458956578091,2.1533255747996e-05,1.21619409227971e-05,0.000127739297255279
2.02530363720429e-05,7.5650014526797e-06,4.25128132942201e-10,0.00208255918597309,0.00066762275000987,0.00919637023058926,0.000304360758273056,1.96169039643226e-05,1.12866020146381e-05,0.000116875049877593
2.01659311476198e-05,7.97719675012099e-06,4.09993376484048e-10,0.00199679397007187,0.00064713999431641,0.00960002463378265,0.00028375842407679,1.78710959293041e-05,1.04741944190345e-05,0.000106950925579973
2.00792453847439e-05,8.4119252566134e-06,3.9540572243403e-10,0.00191457689268599,0.000627287081647179,0.0100210196572095,0.000264550696036145,1.62806544602875e-05,9.72020017705418e-06,9.78848679760226e-05
1.99929729837368e-05,8.87041673913693e-06,3.81344561094926e-10,0.00183575986686451,0.000608044551482973,0.0104600616120736,0.000246643170552506,1.48317530190096e-05,9.02042515565829e-06,8.96020162025478e-05
1.99071082672611e-05,9.35396814049369e-06,3.67790141693227e-10,0.00176020109108547,0.000589393550849661,0.0109178823412109,0.000229947834396647,1.35117955169767e-05,8.37097587145694e-06,8.2034072403416e-05
1.98216459419484e-05,9.86394724587908e-06,3.54723528687987e-10,0.0016877647740428,0.000571315814908137,0.0113952398388545,0.000214382632131689,1.2309306816877e-05,7.76823797275994e-06,7.51187248811533e-05
1.97365810635757e-05,1.04017965496268e-05,3.42126560991522e-10,0.00161832087215721,0.000553793648197357,0.0118929188564124,0.000199871062818065,1.12138329782086e-05,7.20885626084408e-06,6.87991220147875e-05
1.96519090054588e-05,1.09690373330443e-05,3.29981813857462e-10,0.00155174483917031,0.000536809906505939,0.0124117314905875,0.000186341804018353,1.02158503800058e-05,6.68971614002326e-06,6.30233924739616e-05
1.95676254297664e-05,1.15672739648504e-05,3.18272563215212e-10,0.00148791738721663,0.000520347979348886,0.0129525177498309,0.000173728361253977,9.30668293070536e-06,6.20792639412178e-06,5.77442076529123e-05
1.94837262614828e-05,1.21981984363536e-05,3.06982752250917e-10,0.00142672425880302,0.000504391773027089,0.0135161460947539,0.000161968741190896,8.47842664549362e-06,5.76080319436359e-06,5.29183826068396e-05
1.94002076647729e-05,1.28635951441717e-05,2.96096960053988e-10,0.00136805600915605,0.00048892569424824,0.0141035139477468,0.000151005146948016,7.72388093551177e-06,5.34585525055087e-06,4.8506512100533e-05
1.93170660215294e-05,1.35653459339904e-05,2.85600372165208e-10,0.00131180779842831,0.000473934634288736,0.0147155481666488,0.000140783694030793,7.03648601164146e-06,4.9607700237584e-06,4.44726386776577e-05
1.92342979118969e-05,1.43054354195929e-05,2.75478752877712e-10,0.00125787919328219,0.000459403953677037,0.0153532054768959,0.000131254145493869,6.41026585874138e-06,4.60340092465391e-06,4.07839499313501e-05
