time_index,V1,V2,V3
0,-0.10941552438244129,-0.05554266113780912,-0.009401195570873433
1,-0.16330386108836364,0.08430524295566327,-0.1266143258661637
2,-0.061116033658110816,-0.1872877734744614,-0.20661921160378985
3,0.047775816510470866,0.10107360730730722,-0.08217070307362564
4,0.11633205761934712,0.13803205525582368,-0.0871229186878073
5,0.25002708063614054,-0.08017532846502412,0.011869773949607636
6,0.12707784224230378,0.1234659276474236,0.3328917333549552
7,0.06720076326671645,0.012181063953382962,0.1715163139743063
8,0.02851922912961373,0.051530863937428145,0.08918739561354616
9,0.14385240899254928,-0.07816912050424507,-0.01498373759548725
10,0.011705011452371974,0.041385070907894075,0.12209575512886851
11,-0.03347541586786902,0.0031825696971632088,0.17435014566189166
12,-0.1416551557354758,-0.10049383173239504,0.06997764066794597
13,-0.038170864447204175,0.042200373158573,-0.19262296422022634
14,0.0032789762032464434,-0.23597192956746402,-0.17192538397798826
15,0.02328820812164157,0.22302515042705473,-0.02608678877309776
16,-0.05343886103409551,-0.09896219202909025,-0.04134857929217204
17,-0.09517478152077302,0.08853881503360242,0.1641391910853787
18,0.08437620207589988,-0.04632445018391847,-0.03538533241592251
19,-0.06077835853255721,-0.007760126356863517,0.029494770812067972
20,-0.12096371912806156,-0.12230040364070953,0.09374205185407153
21,-0.07400018798560117,0.029229577254460452,-0.0070548060966532655
22,0.12715257071514538,-0.15954816277158146,-0.12808985187759397
23,0.18260327607223162,0.2631532725043071,0.11395820459991038
24,-0.030837647659045037,-0.2074927905921426,-0.0018541565494232665
25,-0.020391755909029727,0.32025126858705577,0.1600052199513679
26,0.013769225768388686,-0.13474813048257542,-0.060217098978985244
27,-0.10424672287045891,-0.07632741405537531,-0.002192384291696138
28,-0.2563230430170007,0.06603358492407647,-0.1145947267583835
29,-0.3058076244166375,-0.028904569710535056,-0.3627672416747272
30,-0.35830848154457773,0.09411590221621782,-0.2070245642091803
31,-0.26776088407349313,-0.03742211987058072,-0.3859606957757555
32,-0.1655140439188175,0.07292339735214723,-0.41490175899273407
33,-0.3284608491090578,-0.09222985646862736,-0.4603756427972595
34,-0.13451353158798607,-0.020641310875455163,-0.3235749800693856
35,-0.014584018211381458,-0.05768674319463922,-0.09865134509787482
36,-0.04944267996229725,0.07162198868636604,-0.0080774718217788
