"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL2","Sp5.TL3"
1.9423336033851e-14,4.61177430207153e-11,2.66029378722231e-12,6.94835625916313e-08,7.68835108239006e-08
1.82250756191531e-14,5.02275831967066e-11,2.37182607916702e-12,8.68406633833973e-08,7.97776840988868e-08
2.25399904567866e-14,5.14526934435877e-11,2.03681259283555e-12,9.36395734676249e-08,8.43685770213795e-08
2.14454852074069e-14,5.21244134527126e-11,2.01438703895594e-12,7.85566468465717e-08,8.38343431970677e-08
2.09684651688976e-14,5.99884862483549e-11,2.04771893100602e-12,7.61712044095261e-08,8.06280026752181e-08
1.94922430430601e-14,5.4981630140833e-11,2.0984309187533e-12,7.19384346090968e-08,7.59136661866378e-08
2.26636415998844e-14,6.21200297875046e-11,1.80494449572078e-12,7.06649719374304e-08,7.08307296293718e-08
2.03281463315019e-14,6.74157362437854e-11,1.80433820055343e-12,5.69283679966179e-08,5.68278319474033e-08
2.06213505981674e-14,6.94337832271945e-11,1.66336984666151e-12,4.73937360610053e-08,4.99535871347566e-08
1.91126238440181e-14,6.3769618134392e-11,1.59880225517711e-12,4.84893902199324e-08,4.97616872433945e-08
1.72618577948471e-14,5.55381978876239e-11,1.50529569948406e-12,4.65086537357071e-08,4.53088568666433e-08
1.62211272932992e-14,5.62782943918305e-11,1.60462810490556e-12,4.29505974564791e-08,4.68172467435555e-08
1.6737832908643e-14,4.93976691773056e-11,1.69393425890062e-12,3.88699241938844e-08,4.05923295095013e-08
1.64489507889231e-14,4.38815884513605e-11,1.87970720472425e-12,3.4967212687247e-08,4.00530233886409e-08
1.66363438871602e-14,4.49785614177307e-11,1.74882247178653e-12,3.21686647797417e-08,3.74805145885917e-08
1.90039421891934e-14,4.8641105373006e-11,1.66854405219563e-12,2.90077857151007e-08,3.97080937784624e-08
1.89299256271546e-14,4.95689685811116e-11,1.97162920693468e-12,3.22027786338722e-08,3.77166138377346e-08
1.97719538127344e-14,5.28923711877395e-11,2.29218578087733e-12,3.02893529243667e-08,3.31284077138948e-08
2.10723722216764e-14,5.24554711322317e-11,2.14579941786703e-12,2.95916593128308e-08,3.88002253821655e-08
2.16021128624938e-14,4.58131444164846e-11,2.44069609901536e-12,2.8733351299323e-08,3.19323931906239e-08
2.10017946545012e-14,4.51741923028965e-11,2.27403352990306e-12,2.91356710585257e-08,2.87872507081208e-08
1.97719975848658e-14,4.42877367529554e-11,2.37208068636913e-12,2.77022666358542e-08,2.42012157944433e-08
1.87134268841348e-14,4.00251350674106e-11,2.84926253043305e-12,2.6121825013763e-08,2.29808719464648e-08
1.63541327181194e-14,3.55345555188245e-11,3.05888906776497e-12,3.01068256849767e-08,2.09136099855016e-08
1.66375050442664e-14,3.57201100024245e-11,3.39327394589965e-12,2.63544545437635e-08,2.2711773567023e-08
1.70102035261536e-14,4.10561797530718e-11,3.17612212539137e-12,2.66431128777833e-08,2.3865892152191e-08
1.88442491354546e-14,4.72579048999425e-11,3.36093015422279e-12,2.32666828376611e-08,2.31283624771823e-08
1.88503709070827e-14,4.45642975590382e-11,4.15751175791499e-12,2.36826060878489e-08,2.46300675908528e-08
2.08966285334687e-14,4.44520532225307e-11,3.632281880548e-12,2.26897244462226e-08,2.27458797450265e-08
2.12213316649681e-14,3.60434488459861e-11,3.90358058590883e-12,2.53324436773619e-08,2.18822031767438e-08
2.06425501251669e-14,3.60540100774484e-11,3.52985846106041e-12,2.591108256481e-08,2.12220348827796e-08
1.90525734134465e-14,3.50504038389849e-11,3.21916349676722e-12,2.67909670307134e-08,2.59431863791174e-08
1.83228628195098e-14,4.11628415976923e-11,3.29368669775203e-12,2.46140508563926e-08,2.42186809801733e-08
1.90791126320647e-14,4.02534304354795e-11,3.23289724894809e-12,2.45464390823065e-08,2.20939495508069e-08
1.90157801461909e-14,4.14632707412429e-11,3.74845751942255e-12,2.66539038868806e-08,1.91156388466182e-08
1.50030339635933e-14,3.70911792383811e-11,3.71798880272745e-12,2.55555768476606e-08,1.76943051312247e-08
1.47368169605097e-14,3.74546317239546e-11,3.61489391753076e-12,2.47155476670248e-08,1.59033945851534e-08
1.54986038239319e-14,4.05079985575111e-11,3.81730521591373e-12,2.36987787508559e-08,1.43036353052675e-08
1.4935413362562e-14,4.40399310192632e-11,3.81199697548396e-12,2.31957118783818e-08,1.41078579719001e-08
1.48028127170849e-14,4.59913484851465e-11,3.78692467788384e-12,2.1343006122996e-08,1.35890273005113e-08
1.65002565741571e-14,4.18957622235524e-11,3.45695200533655e-12,2.05375605787023e-08,1.37748265162344e-08
1.73952146360581e-14,4.22184165931948e-11,3.18549024345832e-12,1.82405511641118e-08,1.45045584363264e-08
1.58723315467359e-14,3.66965107759039e-11,3.34523568190143e-12,1.70099426770651e-08,1.3196134702221e-08
1.55474018433668e-14,3.67948197036685e-11,3.37824586275602e-12,1.42848097019892e-08,1.24598725054852e-08
1.65996327283316e-14,3.90358100619596e-11,4.11092168445612e-12,1.33642694784973e-08,1.10884111963239e-08
1.73703607690451e-14,4.30751965928689e-11,4.30430360542052e-12,1.19674452773822e-08,1.00584024229343e-08
1.50208210213426e-14,4.44510996938904e-11,3.86681630634606e-12,1.05123431443781e-08,1.10174438918769e-08
