"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL2","Sp5.TL3"
3.72798992337689e-09,1.12455883757762e-16,0.000340771827401572,9.07752936102149e-05,8.44577278675376e-05
3.51256036721525e-09,0,0.000293198729611656,9.03270916212349e-05,8.8420674221922e-05
3.24838152284135e-09,0,0.000296510701012152,9.19826871305688e-05,7.81427071996876e-05
3.19207434798161e-09,0,0.000318945755216256,7.91696859299361e-05,6.95614154058089e-05
2.79117524454068e-09,0,0.000299016943382906,8.62829780157003e-05,7.23434220029975e-05
2.29903040210575e-09,0,0.000311119169273841,8.8965854585173e-05,8.05625534627259e-05
2.78859217869454e-09,0,0.000292627325731597,8.65965094875196e-05,7.76109810678666e-05
2.7068587446038e-09,0,0.000295298795823863,8.14708592846012e-05,7.94968965787266e-05
2.39657150624257e-09,0,0.000246869280061118,7.87436506643873e-05,7.59360844482272e-05
2.2635890351763e-09,0,0.000233708365252948,6.36797224756007e-05,6.5816943746907e-05
2.68792042294815e-09,0,0.0002653980048564,6.88104365889861e-05,6.32989670680635e-05
2.10155115903949e-09,0,0.000237972718991598,6.77466989732773e-05,7.64284343560042e-05
1.88107800773067e-09,0,0.000224324152272897,7.59631514334962e-05,7.42963364057155e-05
1.90219446274576e-09,0,0.000243469619096029,6.90247743046886e-05,6.91436643845562e-05
1.97230968831028e-09,0,0.000229918851751505,5.5460212026571e-05,6.06042654646543e-05
1.77606927173775e-09,0,0.000230870550062386,4.57472134644932e-05,5.72049708130143e-05
1.66062362445819e-09,0,0.000216265288229301,4.66422932871128e-05,6.19224410243997e-05
1.7145098453615e-09,0,0.000200482597569889,5.22659094588387e-05,5.2555870170076e-05
1.82474091325926e-09,0,0.000215904989443741,4.86289524503678e-05,5.31182797182422e-05
1.78625928288441e-09,0,0.000176000046081247,4.12638845815793e-05,5.2312440703557e-05
1.67539036855307e-09,0,0.00019616688789491,3.88877752343932e-05,4.76736927649794e-05
1.54307853938494e-09,0,0.000183245370203156,4.08362808863327e-05,4.37578046498375e-05
2.02093747723293e-09,0,0.000194544501475477,5.07055457673802e-05,3.7064702764585e-05
2.35578436145651e-09,0,0.000193353685359319,5.81083829272824e-05,3.27041641779361e-05
2.36498236343894e-09,0,0.00018315853039589,5.44780744600568e-05,3.44221077423219e-05
2.51409280549859e-09,0,0.000197798024822071,5.35438789008676e-05,3.55686716252803e-05
2.16539933295865e-09,0,0.000200734066847592,5.37295679743625e-05,3.59886067506101e-05
2.28045435776416e-09,0,0.000177743745541502,5.06915527473773e-05,3.4672817197586e-05
2.08405733498572e-09,0,0.000176002570638586,4.44042002459803e-05,2.70721894730749e-05
1.90871111273878e-09,0,0.000166240604258129,4.37980974584118e-05,2.86503504478802e-05
1.66177763513101e-09,0,0.000161307947908222,4.42357793404832e-05,2.75852129238619e-05
1.54841752801752e-09,0,0.000156651182144836,3.74695463779291e-05,2.62424604292901e-05
1.61397312973041e-09,0,0.000163649855105962,3.43810234596919e-05,2.82167969711643e-05
1.6197308983093e-09,0,0.000167221448636986,3.0388274824243e-05,3.14783935321481e-05
1.53124757481841e-09,0,0.000175926197344332,2.5216788716664e-05,3.21724607773147e-05
1.60000906470432e-09,0,0.0001896677829761,2.1306837147409e-05,2.68009840114525e-05
1.32536682583838e-09,0,0.000194088259071118,2.09018019947342e-05,2.35134295774238e-05
1.12953949183648e-09,0,0.000192853971079298,2.02154481998039e-05,2.22699539696458e-05
1.2778349579458e-09,0,0.000217789387839163,1.7673439480573e-05,1.95071127902554e-05
1.35179288396229e-09,0,0.000240514865387648,1.73217257844617e-05,1.75585239449361e-05
1.44480749790061e-09,0,0.000200639569038914,1.76697088678149e-05,1.37176755496328e-05
1.62913927223704e-09,0,0.000202757004642962,1.4352669651995e-05,1.22314786211645e-05
1.83065082996712e-09,0,0.000176885791527153,1.54445901511079e-05,1.25612955343582e-05
1.92430019385068e-09,0,0.000165545620449443,1.32402575146074e-05,1.17272307670044e-05
2.16366552450852e-09,0,0.000169422715742905,1.44560635230666e-05,1.1153112241527e-05
2.10276034382506e-09,0,0.000163792005860132,1.16084934402215e-05,1.36277167000266e-05
2.24575964585446e-09,0,0.000169902350862885,1.02172517010522e-05,1.06162375522932e-05
2.50535073797899e-09,0,0.00017394066499355,9.917311386236e-06,1.0563335114193e-05
2.29052605403448e-09,0,0.000163892671447684,1.20634872598186e-05,8.84880816370162e-06
2.14321135494782e-09,0,0.000181945827991553,1.23213524905797e-05,7.84599488605105e-06
2.18528338052245e-09,0,0.00017452513285274,1.247728974647e-05,7.79173333238395e-06
2.15941755768405e-09,0,0.000167257172443153,9.99356190476094e-06,6.53145218166252e-06
2.36751316880812e-09,0,0.000175490245993033,9.56486173031199e-06,6.65857071407325e-06
2.4773815186964e-09,0,0.000160159968755638,9.99488944405517e-06,6.95339541361472e-06
2.46318640564692e-09,0,0.000164561083696875,1.00123823825709e-05,6.74657253347245e-06
2.46335276119346e-09,0,0.000189883517105839,8.06585541076115e-06,6.02548742993648e-06
