time_index,V1,V2,V3,V4
0,0.0028673235524531784,-0.022952367760359825,-0.044180352861771424,0.0
1,-0.023736834030138914,-0.0508787428084564,-0.12118803864664818,-0.09056677908090066
2,0.12640186697629613,-0.06733645088999189,-0.12759273100691224,-0.05766525782601494
3,0.05940867967877716,0.24124616063625498,0.15011640851178842,0.22607105924786186
4,0.11230131087302046,0.15148911942771526,0.1650578086565718,0.04237154176727814
5,0.10765093108932958,0.28448404118091797,0.3254069384159343,0.4968662133646275
6,0.13366753009157636,0.2760264774085916,0.303180121918776,0.1210989417915069
7,0.1864295560660601,0.24148009828397962,0.1740764013048195,0.08257953443493257
8,0.15212068670108428,0.2635172172895234,0.34836715024010123,0.191680072324087
9,0.059107499791701795,0.08360056871066118,0.12573964934062776,0.10688418928675915
10,-0.017567186885442395,0.13770032858111736,0.21660609709489487,0.21438454850136537
11,0.11622034805045642,0.08689454559933688,0.2020466967683325,0.1390598317542714
12,0.025297589452729474,0.19072228817053907,0.02124693622101087,0.22483598825359158
13,0.12356064252034195,-0.017265303140459085,0.17272174131642176,0.03279879543493684
14,0.221212382722335,0.17909410316401597,0.10254429971694341,0.2354415564710803
15,0.019952121466220316,0.17935470839802492,-0.03258225491370441,0.017569533861501972
16,0.10045315315427286,0.31790860014978173,0.011744186495861068,0.18414686954841464
17,0.12246998556247121,0.0893152998814763,0.08837405405285462,-0.11270054457387274
18,0.17555195022886372,0.10689063427486094,0.11247624132491436,0.15119947547512094
19,0.1507295873331328,0.2417057413072164,0.005539560876045332,0.05343539890725912
20,0.07182152362763813,0.27416511956392664,0.03638316502321911,0.328959597866684
21,-0.13059579257624776,0.22172703700837945,0.08388542006254551,0.15983829836323094
22,-0.010826902123287914,0.19998838545269265,0.20448981912370237,0.2520675659161149
23,-0.10009906677819548,0.1410966512770046,0.044057128946232316,0.20238265745300327
24,0.08335997963998668,-0.1003753351788968,0.030749156408829144,-0.14605120293489812
25,0.002260244112278924,0.047310348728939716,0.12343946988172759,0.10997698206292975
26,0.07284392851136152,0.039246046787257544,0.13117092129818983,0.06265026490408823
27,0.11185448350152849,0.00302265019164126,0.2057376737696754,0.19028436244090946
28,-0.02890239333390831,0.09983691639043869,0.22363033490947018,0.007689477520263013
29,-0.13862152047783516,-0.022313926734190317,0.1244040389813117,0.12893989244521067
