"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL2","Sp8.TL2","Sp9.TL2","Sp10.TL3"
-1,0,0,0,0,0,0,0,0,4.3865966469141
0,-1,0,0,0,0,11.2982562223414,0,0,0
0,0,-1,0,0,0,1.20174377765861,0,11.0760848190036,0
0,0,0,-1,0,0,0,0.298710023331367,1.42391518099638,0
0,0,0,0,-1,0,0,12.2012899766686,0,0
0,0,0,0,0,-1,0,0,0,1.01345464927928
0,-11.2982562223414,-1.20174377765861,0,0,0,0,0,0,0
0,0,0,-0.298710023331367,-12.2012899766686,0,0,0,0,0
0,0,-11.0760848190036,-1.42391518099638,0,0,0,0,0,4.59994870380662
-4.3865966469141,0,0,0,0,-1.01345464927928,0,0,-4.59994870380662,0
