"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL2","Sp8.TL2","Sp9.TL2","Sp10.TL3"
-1,0,0,0,0,0,0,7.66788426805287,0,6.29130307086855
0,-1,0,0,0,0,3.09159851477405,0,11.315475388696,0
0,0,-1,0,0,0,1.35686576391218,4.83211573194713,0,0
0,0,0,-1,0,0,3.24646519806509,0,0,0
0,0,0,0,-1,0,1.12328009968361,0,0,3.35762162779448
0,0,0,0,0,-1,3.68179042356508,0,1.18452461130403,0
0,-3.09159851477405,-1.35686576391218,-3.24646519806509,-1.12328009968361,-3.68179042356508,0,0,0,0
-7.66788426805287,0,-4.83211573194713,0,0,0,0,0,0,0
0,-11.315475388696,0,0,0,-1.18452461130403,0,0,0,0.351075301336967
-6.29130307086855,0,0,0,-3.35762162779448,0,0,0,-0.351075301336967,0
