"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL2","Sp8.TL2","Sp9.TL2","Sp10.TL3"
-1,0,0,0,0,0,0,8.3637658817935,0,0
0,-1,0,0,0,0,0,1.08431059390093,0,0
0,0,-1,0,0,0,0,0,12.5,0
0,0,0,-1,0,0,4.42830225346953,3.05192352430557,0,0
0,0,0,0,-1,0,0,0,0,1.82183011834527
0,0,0,0,0,-1,8.07169774653047,0,0,3.84981420618214
0,0,0,-4.42830225346953,0,-8.07169774653047,0,0,0,0
-8.3637658817935,-1.08431059390093,0,-3.05192352430557,0,0,0,0,0,0
0,0,-12.5,0,0,0,0,0,0,4.32835567547259
0,0,0,0,-1.82183011834527,-3.84981420618214,0,0,-4.32835567547259,0
