"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL2","Sp8.TL2","Sp9.TL2","Sp10.TL3"
-1,0,0,0,0,0,12.5,0,2.28822492149029,0
0,-1,0,0,0,0,0,0.688967854371989,0,4.19676686225971
0,0,-1,0,0,0,0,7.04190294672175,4.99101740189893,0
0,0,0,-1,0,0,0,0,5.22075767661079,0
0,0,0,0,-1,0,0,4.76912919890626,0,0
0,0,0,0,0,-1,0,0,0,0.213477866867093
-12.5,0,0,0,0,0,0,0,0,0
0,-0.688967854371989,-7.04190294672175,0,-4.76912919890626,0,0,0,0,0.392051872822958
-2.28822492149029,0,-4.99101740189893,-5.22075767661079,0,0,0,0,0,5.19770339805024
0,-4.19676686225971,0,0,0,-0.213477866867093,0,-0.392051872822958,-5.19770339805024,0
