"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL2","Sp8.TL2","Sp9.TL2","Sp10.TL3"
-1,0,0,0,0,0,0.429265819597379,0,0,0
0,-1,0,0,0,0,0,12.5,0,2.31069821713334
0,0,-1,0,0,0,12.0707341804026,0,0.650645340622434,0
0,0,0,-1,0,0,0,0,0,0.850303276967278
0,0,0,0,-1,0,0,0,11.8493546593776,0.502152768502274
0,0,0,0,0,-1,0,0,0,2.70614963674639
-0.429265819597379,0,-12.0707341804026,0,0,0,0,0,0,0
0,-12.5,0,0,0,0,0,0,0,0
0,0,-0.650645340622434,0,-11.8493546593776,0,0,0,0,3.63069610065072
0,-2.31069821713334,0,-0.850303276967278,-0.502152768502274,-2.70614963674639,0,0,-3.63069610065072,0
