"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL2","Sp8.TL2","Sp9.TL2","Sp10.TL3"
-1,0,0,0,0,0,0,2.7577468826949,0,0
0,-1,0,0,0,0,11.1207358253471,2.42848944938891,0,0
0,0,-1,0,0,0,0,0,5.25389082773247,0
0,0,0,-1,0,0,0,7.31376366791619,0,0
0,0,0,0,-1,0,0,0,3.68832929428316,0
0,0,0,0,0,-1,1.37926417465292,0,3.55777987798437,5.30357350896298
0,-11.1207358253471,0,0,0,-1.37926417465292,0,0,0,4.69642649103702
-2.7577468826949,-2.42848944938891,0,-7.31376366791619,0,0,0,0,0,0
0,0,-5.25389082773247,0,-3.68832929428316,-3.55777987798437,0,0,0,0
0,0,0,0,0,-5.30357350896298,-4.69642649103702,0,0,0
