"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL1","Sp5.TL1","Sp6.TL1","Sp7.TL2","Sp8.TL2","Sp9.TL2","Sp10.TL3"
-1,0,0,0,0,0,2.16559218219843,5.96538736016858,0,0
0,-1,0,0,0,0,0,6.53461263983142,0,0
0,0,-1,0,0,0,0,0,0,1.61354646565977
0,0,0,-1,0,0,3.10389868851705,0,0,1.02689628201527
0,0,0,0,-1,0,0,0,12.5,0.457536426339418
0,0,0,0,0,-1,7.23050912928452,0,0,0
-2.16559218219843,0,0,-3.10389868851705,0,-7.23050912928452,0,0,0,0
-5.96538736016858,-6.53461263983142,0,0,0,0,0,0,0,5.01177335590316
0,0,0,0,-12.5,0,0,0,0,1.89024747008238
0,0,-1.61354646565977,-1.02689628201527,-0.457536426339418,0,0,-5.01177335590316,-1.89024747008238,0
