"Sp1.TL1","Sp2.TL1","Sp3.TL1","Sp4.TL2","Sp5.TL3"
0.268108221236616,0.260739696910605,0.913385180290788,0.599107252899557,0.0636683632619679
0.113921483674905,0.239291249519886,0.826814071882618,0.662624421388774,0.114521473954203
0.0483519962008901,0.215530561740611,0.73897250974739,0.627115206788228,0.199647194377738
0.0223239111124937,0.188268997793178,0.644302942302471,0.541032760029029,0.327621182692619
0.0116865192057681,0.157390919738144,0.540895638560782,0.432399014470564,0.497675941250732
0.0070418071078637,0.124567893055359,0.432599884512264,0.319919009311071,0.694250814158135
0.00485662144517415,0.0929471501468352,0.328218717726165,0.219111374627459,0.890410243972346
0.00375129217390661,0.0656503680946681,0.237078876528753,0.139922772689068,1.06054052232479
0.00315174349277293,0.0443388043618499,0.164536522277257,0.0844376849447516,1.19134765812966
0.00280160093687113,0.0289790171036434,0.110923100972734,0.0488925395132403,1.28274838579648
0.0025790524217648,0.0185269809081275,0.0733516730394,0.0275345338760339,1.34201810929364
0.00242358086319425,0.0116820956514343,0.0479344250644442,0.0152373781645281,1.37804528681882
0.00230429312848477,0.0073066809618136,0.0311142112591895,0.00834539252312958,1.39840480194204
0.0022051862898893,0.00455035411048836,0.0201278950603884,0.00454505673980602,1.40862383875441
0.00211790246815084,0.00282845685726584,0.0130043830408094,0.0024689256132214,1.41242664491363
0.00203804955299662,0.00175747108630641,0.00840238657340789,0.00134020702300875,1.41221864707724
0.00196329379073401,0.00109264121285668,0.00543368645553186,0.000727829477492996,1.40951868100886
0.00189237676583896,0.000680093015056072,0.00351868038757525,0.000395729740285174,1.40527589481401
0.00182460053947826,0.000423953417705468,0.00228239521174748,0.000215518154940984,1.40008088370599
0.00175956019695569,0.00026474930272089,0.00148324800796167,0.000117618467645592,1.39430102945175
0.00169700432118379,0.000165608290346914,0.000965695848164294,6.4261916305351e-05,1.3881656001946
0.00163676460044559,0.000103811165971562,0.000630054623061115,3.52390118316292e-05,1.381817255127
0.00157871556987999,6.52059763764302e-05,0.000411926215443519,1.9372790704743e-05,1.37534602262108
0.00152275662163317,4.10369256452974e-05,0.000269862006236385,1.06717008136789e-05,1.36880844276903
0.00146880136380426,2.58907322934037e-05,0.000177201988869666,5.91888590592592e-06,1.36224008224461
0.00141677165748214,1.63661453211164e-05,0.000116595882460977,3.2818440879421e-06,1.35566369843488
0.00136659538257605,1.03660438369617e-05,7.68764396569011e-05,1.82449288951034e-06,1.34909359040529
0.00131820451897954,6.58610705967143e-06,5.08298945661294e-05,1.02240613485328e-06,1.34253882489528
0.00127153420012399,4.19712008786488e-06,3.37018599257837e-05,5.72824064497579e-07,1.33600525995929
0.00122652234435474,2.67219669131795e-06,2.23577768967895e-05,3.15512690640863e-07,1.32949665322282
0.00118310923556155,1.70162848206269e-06,1.48481808613955e-05,1.72786720732856e-07,1.32301524737541
0.00114123431927839,1.07999134760463e-06,9.83846890966267e-06,9.44743082500974e-08,1.31656251182883
0.00110084521408719,6.89231293576607e-07,6.54279195510376e-06,5.30271767485444e-08,1.31013925697825
0.00106188977545556,4.43772078058229e-07,4.3764872651536e-06,3.09554636938924e-08,1.30374603975994
0.00102431678963369,2.86407449085777e-07,2.93407038931702e-06,1.81022554121819e-08,1.29738319453587
0.000988076913794932,1.849695681596e-07,1.96997955800678e-06,1.04380598835049e-08,1.29105086005592
0.000953122590495977,1.19646182464077e-07,1.32513242851952e-06,5.99978067764477e-09,1.28474907179512
0.000919407978011456,7.75485955970467e-08,8.93151594690327e-07,3.47224684272181e-09,1.27847780365388
0.000886888886775241,5.03599466937888e-08,6.03175223011716e-07,2.02009327277818e-09,1.27223698832134
0.000855522718414181,3.27634783412715e-08,4.08132495330337e-07,1.17607933300345e-09,1.26602653113401
0.000825268407038363,2.13543213079203e-08,2.76691260152289e-07,6.84717230165469e-10,1.25984631966994
0.000796086362901349,1.39436633668219e-08,1.87942241700575e-07,3.99300378235771e-10,1.25369623006082
0.000767938418320354,9.12140678134869e-09,1.27904254106085e-07,2.33410663859665e-10,1.24757613110625
0.000740787775693633,5.97773989227456e-09,8.72115224394771e-08,1.36707014903327e-10,1.24148588697861
0.00071460166215101,3.92442173809934e-09,5.96055652781246e-08,0,1.23542541945714
0.000689340360202197,2.56870027012326e-09,4.06853562584657e-08,0,1.22939446714145
0.000664975342155532,1.69916780764884e-09,2.79801850375176e-08,0,1.22339295665307
0.000641470837921208,1.12009280478564e-09,1.92007963948068e-08,0,1.21742072893863
0.000618802613877395,7.47758222427538e-10,1.3312024863683e-08,0,1.21147767202334
0.000596935813567099,4.92843313622453e-10,9.16864866705807e-09,0,1.20556362083181
0.00057584296659599,3.25905151932632e-10,6.33134066087079e-09,0,1.19967843875753
0.00055549659201813,2.17096484789259e-10,4.3911806263917e-09,0,1.19382198532017
0.000535870190590743,1.44578129452913e-10,3.04865931780361e-09,0,1.18799412060637
0.000516940050395563,0,2.12045884873577e-09,0,1.18219478322165
0.000498675811543972,0,1.47205014411098e-09,0,1.17642366657978
0.000481057741249254,0,1.02531906722006e-09,0,1.17068072256895
0.000464062917843025,0,7.16270665621464e-10,0,1.16496581373076
0.000447671938454165,0,5.05305833363072e-10,0,1.15927882029698
0.000431859690385834,0,3.54484293631711e-10,0,1.15361958322567
0.000416606595033466,0,2.48766097540898e-10,0,1.14798797273517
0.000401892836525952,0,1.75349462210045e-10,0,1.14238385397533
0.000387699257173652,0,1.23600333864219e-10,0,1.1368070927099
0.000374009038249888,0,0,0,1.13125765495228
0.00036079982763034,0,0,0,1.12573519728298
0.000348058662079264,0,0,0,1.120239707149
0.000335766147130743,0,0,0,1.11477103015455
0.000323910648305348,0,0,0,1.10932907055423
0.000312473577805368,0,0,0,1.10391367240566
0.000301440689091131,0,0,0,1.0985247105493
0.00029079765224285,0,0,0,1.09316205590208
0.000280530664073808,0,0,0,1.08782558003465
0.000270626444914222,0,0,0,1.08251515518479
0.000261072154018381,0,0,0,1.07723065417479
0.000251855407451108,0,0,0,1.07197195044883
0.000242964263759682,0,0,0,1.06673891807261
0.000234387205004918,0,0,0,1.06153143172661
0.00022611312175181,0,0,0,1.05634936670311
0.000218131298501462,0,0,0,1.05119259890312
0.000210431399651419,0,0,0,1.04606100483352
