time_index,V1,V2,V3
0,0.05047088966767939,0.03421436079852075,-0.02998009901710587
1,-0.07614091611545604,-0.013467259883150848,-0.009169797590868806
2,-0.014803630732152143,-0.0750703500480028,0.06184891364997916
3,0.08609730650093843,-0.030441066961366964,-0.1719969088849609
4,-0.08415581429512259,-0.11035520396239382,0.21693915000723274
5,0.1422130460888882,0.027592693250153698,-0.24485986983799743
6,-0.06508312933378975,0.0864533917672759,0.27127387979892703
7,-0.031109258933644066,-0.030306400522984916,-0.22052995390668217
8,0.012940781096027873,-0.09546910509431977,0.09489666586278409
9,0.05123455289803541,-0.10651769025212386,-0.19254304412575682
10,0.028673601781786823,-0.024822504861973002,0.09144116878637036
11,0.07118686193551266,0.03965904665673403,-0.21592193111880972
12,-0.07524391547179175,0.08102513347201068,0.2815440196625699
13,0.027604899854468148,0.08755790461736933,-0.30957522809892934
14,0.037003482689453596,0.1534642147616052,0.20663289792163425
15,0.030547968396322553,0.08108705620579273,-0.1936379692868012
16,-0.04374415961419581,0.06869076306235128,0.14700961557138487
17,-0.009239407983916505,-0.00832357683181266,-0.15242768760331488
18,-0.0419965666865615,0.05988769664957817,0.058265317960366936
19,0.07205323367973135,0.1667325800735696,-0.13972150373382006
20,0.035460913627853426,0.11802403757991395,0.08837802574147846
21,-0.026384463593186816,0.12880179697362865,0.023497753368427077
22,0.05180065920257088,0.2023430443834951,-0.04694007069178496
23,-0.03180269829964176,0.24033460437389664,0.11679386749713595
24,0.03066005389010021,0.2739195191886284,-0.1690841754067226
25,0.06286772667732266,0.18705522232051988,0.06784507331637606
26,-0.057332640296644324,0.20816795806988378,-0.03771287468439679
27,-0.0034454269893566397,0.18826592726818786,-0.026329789465546642
28,-0.01408127736818488,0.0799281382069091,0.013209693053536992
29,0.10096245451766228,0.2058202856252082,-0.1923035700846237
30,-0.06642730911974393,0.13334722853935008,0.24305836690305907
31,0.05008287909708654,0.1559749208302533,-0.18480110424713553
32,-0.047582020804961794,0.19837064678582503,0.1389158954835903
33,-0.020399861635601455,0.20053909340368034,-0.1558400782125111
34,-0.04794677810680867,0.16636362110703581,0.12386559855796718
35,0.04575119823792309,0.22303941117040504,-0.12922129054587606
36,0.035073052736970874,0.12614799619203243,0.07595509823444592
37,0.010492289125219371,0.06444127176647202,-0.014264536830936488
38,-0.009257583141789625,0.14650935507683766,0.01937398974188948
39,-0.0015801108177925776,0.22217645486660836,-0.09506707772101611
40,0.04310800890539878,0.13319375313720852,-0.06213523032592172
41,0.040027600628683914,0.10678168375511798,-0.07189545428986746
42,-0.09906065032504938,0.0694009094945729,0.1598722782326124
43,0.13487627981299688,0.028655090742250436,-0.28254057863187243
44,-0.15929979422990564,-0.13331985590618278,0.25006344120590696
45,0.0038067978787863777,-0.10012343463946687,-0.2828304445136405
46,-0.054120652678068336,-0.052694072726211794,0.26012248824067546
47,0.10123015243367496,-0.031857280382959,-0.2200038853974428
48,-0.05497757282832904,0.014684876418726886,0.302970639451392
49,-0.06552988566503616,-0.060527254016585125,-0.1666637377562244
50,0.10896563623773556,-0.003406754884300983,0.024890907999852246
51,-0.06718010062568568,-0.10597882240740993,-0.02341662771909713
52,0.01463792491186076,-0.1410219580708822,0.035344703140779414
53,0.024091444781172228,-0.06654937821572475,-0.02513226227711983
54,-0.004405057875276687,-0.0776783620950415,-0.07708357889384218
55,-0.039341147612047496,-0.054614586806178984,0.14368469649646803
56,-0.03172209643148889,-0.011075267499795642,-0.06809631845222461
57,0.034558714845744645,-0.0739929228409235,0.030796856047030245
58,-0.0955783834138503,-0.04284697940498412,0.13113348971220556
59,0.09687416486054991,0.03619512819969862,-0.26078366757732907
60,-0.07855384847682892,0.05845021523371271,0.21947037835367866
61,0.03795446054268535,0.09716454252526557,-0.21006646924039124
62,0.0636370898031215,0.11946070333242871,0.11083167312145584
63,-0.09625065837041379,0.10547688937746023,-0.10139554222433642
64,0.0827423312010939,0.1069895077165481,0.0877455449430312
65,-0.10048572116006535,0.03671205979864787,-0.0656337220520277
66,0.08505368348537018,0.11138034542906272,-0.09396927695522089
67,0.0370946312477441,0.16023271134981432,0.09758213626649556
68,0.06273915218012872,0.0903426075615494,-0.06288540434075193
69,-0.12179818173440402,-0.04435793669760785,0.20887792286023912
70,0.15053293874898066,0.018485636512307963,-0.2825031116100094
71,-0.08946839581605451,0.0008310552537508058,0.26979900317122874
72,0.07987057518301638,-0.01895480938063874,-0.18646181801884743
73,-0.09264669151730584,-0.06291364675250666,0.17919657807628434
74,0.04719958599001576,0.010539295936460254,-0.08527174762080339
75,0.02224299754776126,-0.030399916694349306,0.008351340542961022
76,-0.10351689964078255,-0.04731631276749321,0.03130636091982608
77,-0.015305069182071085,0.03408229217968329,0.024169251726558712
78,-0.08846560470722095,0.04476542282093026,-0.02864117025040011
79,-0.011563619526027677,0.1022654968773423,0.11091250055241
80,0.03586954397289259,0.09580567676455909,-0.043477434446389046
81,0.048161353257690165,0.07728790098444382,-0.02375051161592524
82,-0.00502112980313665,0.024450289126865872,-0.07327335611274541
83,-0.08733103487842453,0.007138299606321584,0.1259021667839011
84,0.13003023072842157,0.12700567823015863,-0.25149864175610287
85,-0.09862420264426146,0.050646968544192005,0.18213887532567857
86,-0.003047032711065531,-0.029205140877727374,-0.10574465041706448
87,-0.05516097376958024,-0.07443141408583862,0.06270649381672849
88,-0.06441056390769871,-0.04532420725732406,-0.07940404219723529
89,0.13082685967134472,-0.0068392292158612825,0.032910988346415836
90,-0.09733625005423391,-0.1315381823775763,0.08115739578168196
91,0.12869086768831994,-0.014708889260425066,-0.1510839817676276
92,-0.16163634122974369,-0.016552606316776852,0.30067280753622827
93,0.004440870116479159,-0.024732379034845875,-0.14147364267943352
94,0.07428106749947475,0.03777739773333258,0.1318003057433379
95,0.04625336002432577,0.05771096282243888,-0.2296700692639217
96,-0.06541752598992931,0.02604377270489458,0.2933962910136973
97,0.0013789389248653958,0.10690172551448586,-0.1448024422413392
98,0.015616775555165597,0.1051459997843045,0.13238953261200992
99,0.06991045587762512,0.12731714066805205,-0.06217844530261435
100,-0.12181304214546268,0.11981060572449323,0.1098024978127559
101,0.09173645516855475,0.0717023948123542,-0.1654138582574391
102,0.012316531140710872,0.1557363477410502,0.06716975127601796
103,-0.048776654647531184,0.1899831933988148,-0.06255156617600438
104,0.017502437667858618,0.2762451206944978,0.02691725109853784
105,0.058362564536507455,0.2292700778523417,0.013261480731608627
106,-0.06283153314452734,0.26445135775649026,0.10449360215950212
107,0.04976678781170912,0.177788515450603,-0.2024630453838242
108,-0.037643978399268044,0.18139520417662383,0.2354476730966376
109,0.032447643071356336,0.17528289032342836,-0.23962495973408682
110,0.030585519659647807,0.1307810542288399,0.18056555376177846
111,0.0738466420634036,0.21612201340611914,-0.18826528940228207
112,-0.06649201619542244,0.13443978273979112,0.14933525467609826
113,-0.05323416739024849,0.11937793860621537,-0.000280803985805142
114,0.10736298684764636,0.25039959984846744,-0.15302517180022418
115,-0.04198841079900424,0.12803740941745778,0.22378117217307752
116,-0.019686468354209265,0.08309900309626242,-0.23658379160355186
117,0.10294213090352011,0.20762541459299974,0.09373714403735439
118,-0.14188230898369886,0.18111592444348812,0.11848320752965588
119,0.02496045568323335,0.2208662807891714,-0.02635403351732167
120,-0.071563833856736,0.1183929559659048,0.06514342847072438
121,0.082924758983765,0.09558186011624914,-0.17891311647389196
122,-0.10808399100272634,-0.017489590649320486,0.31016856625113154
123,0.07406730111323397,0.048834516563122495,-0.3202327818161165
124,-0.08077635589455234,0.011605704342719443,0.28663175910420946
125,0.007502152476311787,0.026258096293756555,-0.24082557658402473
126,0.06363493516450944,-0.013769323647498555,0.13758898974576925
127,0.02958096497895743,-0.06700171870525537,-0.15821764786658737
128,-0.11374384246508001,-0.11062294177407127,0.1948471465600499
129,0.06539515399972683,0.01564178815211059,-0.13480424248175002
130,-0.05517218071625952,-0.06221815656414912,0.09886016325324237
131,0.08233005299587377,-0.08532291811296029,-0.1849175702714798
