,V1,V2,V3,V4
0,-0.02090737291798135,0.0980156287770704,0.11724389685834034,0.04192065817367842
1,0.025601777123999105,-0.0509334377126184,0.1140585596373295,0.004759989200128439
2,0.031122726852920973,-0.05950368577854588,0.03207296097101406,0.018482255031254037
3,-0.10299002437029783,-0.20929754708977708,-0.08877177178851449,0.06790299912125194
4,-0.036639908503566375,-0.02209310912862811,0.05468884339944882,0.06863093729913941
5,0.08824542278427726,0.052266288421059376,0.15210126707704122,-0.06146014939779934
6,0.08152739413559403,0.006758176988051532,0.06174969637463629,0.22223616266571605
7,0.007326049745587202,-0.11255509865447928,-0.050532669236336925,0.19346615520200303
8,0.001789005595747138,0.010069346602355185,0.08588794705469814,0.10918796192402
9,0.028601143842742913,0.000765122810650453,0.06656834268865841,0.05589418317316375
10,-0.004115634303653282,0.045183276569553225,0.07966675572354524,-0.12589513145212228
11,-0.002139875787977331,0.2515104247853988,0.02967868992223723,-0.085430549360969
12,0.06508002856623754,0.1467291045362003,0.05689152908098433,-0.14371757909859204
13,-0.004005701959863292,-0.04186533929040597,-0.009425421870553927,-0.03240481476752881
14,0.1460439536008973,-0.09235855266278852,0.1678243433717807,-0.02498831826419708
15,0.11141739977720631,-0.15659178931636006,0.14915361072255767,0.006729361885951822
16,-0.13308209505920862,0.08055515329109166,-0.0019193591484014116,-0.013726819089491912
17,0.1384634056279148,-0.1718624923329188,-0.087047401342965,-0.014606429638137033
18,0.00813081498024775,-0.01493560168701848,0.1514113442133502,-0.024544643547881058
19,-0.07086539413053802,0.16532367363625253,-0.15422644449216866,-0.09957437657795314
20,0.10710252087021399,-0.11214319624370328,0.049532709231044955,0.2072785532322643
21,-0.011027106454884706,0.033671894080854414,-0.06398570340079342,-0.0039052933253582896
22,-0.019344270314643107,-0.06354540884332123,0.01098621193711439,-0.052733319949181685
23,0.08756519449634709,0.011934906662107992,0.12278646378035829,-0.04108895504242881
24,-0.07478802516332614,-0.031194993289586408,-0.24227893410664172,0.11539867058886427
25,-0.02431660606489312,-0.03453001129398051,0.04160520665697996,0.0012162370379604145
26,0.03001694433510482,0.21851414297357202,-0.07497849350924467,0.2591715635100735
27,-0.1304368863291979,0.030255865411174664,-0.004603735358219341,0.08271497297264928
28,-0.01783709115602585,-0.1580594078034808,-0.05606146053476893,0.22172438747879825
29,-0.09141298949794845,-0.024887932379959822,0.041304885522145444,0.03297679088117737
30,-0.07516924222865318,-0.02983430509643474,0.12040659718561667,-0.02404290390081308
31,0.0736415936672014,0.01114318882300794,0.14852964145718922,0.1556102892913963
32,0.005499221578367587,-0.1366015133318904,-0.11118541697535783,-0.0149402666253102
